"","GEOID","NAME","county","avg_hh_inc_quint_2ndlow_trc","avg_hh_inc_quint_3rdlow_trc","avg_hh_inc_quint_4thlow_trc","avg_hh_inc_quint_lowest_trc","avg_hh_inc_quint_top_trc","avg_hh_inc_vent_top_trc","est_tot_transp2work","gini_trc","hh_noworker_n_trc","hh_tot_n_trc","noinc_15up_trc","per_cap_inc_trc","per_cap_wht_inc_trc","pop_15up_trc","pop_trc","ratio_incpov_trc","yesinc_15up_trc","geoid","wht_prem_p_trc","palma"
"421","41045970400","Census Tract 9704","Malheur County",18042,33493,59215,7353,89036,111321,1817,0.4147,533,1698,592,14989,15352,3599,4916,1441,3007,41045970400,1.02421775969044,8.76715888954519
"422","41045970500","Census Tract 9705","Malheur County",27874,46175,68658,10754,114026,162581,1798,0.3923,530,1694,455,18607,18722,3426,4703,1474,2971,41045970500,1.0061804697157,8.41777984881433
"423","41045970600","Census Tract 9706","Malheur County",27064,44789,69904,11628,132036,190819,1614,0.4222,462,1518,617,20852,20705,3300,4161,1101,2683,41045970600,0.992950316516401,9.86348599193632
"424","41045970700","Census Tract 9707","Malheur County",28292,46652,68277,10469,145289,249802,679,0.4469,234,660,143,23653,25031,1301,1662,446,1158,41045970700,1.0582589946307,12.8893475400531
"425","41045970900","Census Tract 9709","Malheur County",28534,49744,75781,12037,175653,320152,1134,0.4753,360,1070,2830,13320,15685,5342,5958,685,2512,41045970900,1.17755255255255,15.7823075595869
"426","41047000200","Census Tract 2","Marion County",20855,38391,66579,8930,182787,368936,1866,0.5416,372,1292,238,29984,32921,3270,3466,256,3032,41047000200,1.0979522411953,24.7732751384925
"427","41047000300","Census Tract 3","Marion County",19948,33484,54957,8377,105653,139315,2227,0.4368,473,1943,478,19138,20980,3684,4669,1111,3206,41047000300,1.09624830180792,9.83689320388349
"428","41047000400","Census Tract 4","Marion County",24591,38684,58745,9651,119644,189312,2480,0.433,405,1759,799,16465,16524,4405,5722,1584,3606,41047000400,1.00358335863954,11.0572980550202
"429","41047000501","Census Tract 5.01","Marion County",31112,47867,67448,15881,110086,154338,1660,0.3507,150,1121,543,17651,23267,2983,3812,999,2440,41047000501,1.31816894226956,6.56855276317749
"430","41047000502","Census Tract 5.02","Marion County",20473,31686,46967,10064,88552,128116,2071,0.3949,344,1705,482,13327,14204,4074,5573,1576,3592,41047000502,1.06580625797254,8.39087009201952
"431","41047000600","Census Tract 6","Marion County",28879,43057,77087,10962,128765,176065,2447,0.4154,485,1920,485,25259,26341,3970,4554,803,3485,41047000600,1.04283621679401,8.83838257071861
"432","41047000701","Census Tract 7.01","Marion County",26457,38428,58538,10978,97652,122347,2683,0.3731,572,2049,1673,13081,14292,7666,8998,1520,5993,41047000701,1.0925770201055,6.53650327233872
"433","41047000900","Census Tract 9","Marion County",24022,38165,57935,9111,135829,256072,2297,0.474,713,2210,805,22192,22390,4622,5731,1213,3817,41047000900,1.00892213410238,15.4572178794555
"434","41047001000","Census Tract 10","Marion County",25474,36748,53388,11201,96555,130865,1875,0.378,467,1556,567,16667,19365,3494,4397,1034,2927,41047001000,1.16187676246475,7.13646898432174
"435","41047001100","Census Tract 11","Marion County",34066,54166,80446,12408,140273,193789,2334,0.3984,645,2049,366,28429,29519,3872,4685,879,3506,41047001100,1.03834113053572,8.33967379610105
"436","41047001200","Census Tract 12","Marion County",35524,55095,86050,16163,171123,284936,1953,0.4263,453,1664,346,32374,33753,3297,3781,598,2951,41047001200,1.04259591029839,11.0254416004024
"437","41047001300","Census Tract 13","Marion County",47749,72908,104430,17490,263296,528123,2376,0.474,391,1935,222,47665,51551,3440,4098,824,3218,41047001300,1.08152732613028,16.1904075782891
"438","41047001401","Census Tract 14.01","Marion County",46942,62224,86029,18171,160527,219341,2528,0.3674,861,2350,359,29475,30823,5159,6206,1142,4800,41047001401,1.0457336726039,6.73724141108534
"439","41047001402","Census Tract 14.02","Marion County",40263,67159,93513,11998,191924,342683,3267,0.4407,603,2212,492,31969,32185,5100,5884,973,4608,41047001402,1.00675654540336,13.1142917280573
"440","41047001501","Census Tract 15.01","Marion County",47142,72167,101628,22490,168227,239954,2185,0.357,518,1805,478,29778,31508,4080,5152,1319,3602,41047001501,1.0580965813688,6.89206112132353
"441","41047001502","Census Tract 15.02","Marion County",35602,57282,83042,14975,147043,243759,2321,0.3964,429,1764,478,23864,26919,3911,5187,1408,3433,41047001502,1.12801709688233,9.6391245032327
"442","41047001503","Census Tract 15.03","Marion County",23998,41510,62674,8564,148520,297556,2053,0.4907,541,1739,637,21698,23347,3723,4776,1204,3086,41047001503,1.07599778781455,18.2762729562066
"443","41047001601","Census Tract 16.01","Marion County",41798,61578,82147,19731,155826,237608,3484,0.371,667,2715,873,24499,26657,6302,8165,2194,5429,41047001601,1.08808522796849,7.72344748005006
"444","41047001602","Census Tract 16.02","Marion County",26268,37923,55230,12319,101751,161348,4491,0.3831,813,3454,1462,14946,16137,8005,11189,3488,6543,41047001602,1.07968687274187,8.36281649260114
"445","41047001603","Census Tract 16.03","Marion County",48725,62521,87531,24119,150825,220231,3053,0.3356,550,2297,823,23745,25452,5491,7393,2044,4668,41047001603,1.07188881869867,6.04664763055296
"446","41047001604","Census Tract 16.04","Marion County",28113,43688,62599,8799,114013,186729,3536,0.41,911,2842,845,18984,21458,6321,8157,1971,5476,41047001604,1.1303202697008,10.117522756827
"447","41047001701","Census Tract 17.01","Marion County",22234,36448,59650,9893,117302,176943,2992,0.4387,816,2430,772,18919,18639,5248,6753,1735,4476,41047001701,0.9852000634283,11.0152208422822
"448","41047001702","Census Tract 17.02","Marion County",30030,55324,77579,14657,129956,172055,2478,0.3827,387,1718,651,19399,20396,4434,5862,1512,3783,41047001702,1.05139440177329,7.70044979524246
"449","41047001703","Census Tract 17.03","Marion County",39790,58232,86957,22141,151986,229105,1994,0.3658,534,1522,589,23225,26422,4040,4851,927,3451,41047001703,1.13765339074273,7.39871792801666
"450","41047001801","Census Tract 18.01","Marion County",26466,42906,61487,10425,102340,135826,2871,0.3793,702,2363,719,18960,21314,4994,6367,1614,4275,41047001801,1.12415611814346,7.3636388278984
"451","41047001802","Census Tract 18.02","Marion County",42162,61012,90005,16263,140468,183599,4329,0.3576,467,2507,459,22457,24445,6370,8442,1941,5911,41047001802,1.08852473616244,6.28494651262302
"452","41047001803","Census Tract 18.03","Marion County",21642,37342,62788,10572,124057,190531,1247,0.4456,538,1115,609,15527,17035,4339,4969,667,3730,41047001803,1.097121143814,11.8290805239958
"453","41047002000","Census Tract 20","Marion County",37970,61274,91546,18928,165226,228245,4669,0.393,1245,4305,1038,30734,32596,8555,10775,2637,7517,41047002000,1.06058436910262,8.02295335512672
"454","41047002101","Census Tract 21.01","Marion County",31181,41818,62658,14061,148498,262930,1200,0.4395,349,1042,104,29380,29810,1863,2159,358,1759,41047002101,1.0146358066712,11.6232704124486
"455","41047002102","Census Tract 21.02","Marion County",37356,60255,91039,18619,147560,224886,3060,0.3753,679,2526,573,29539,30288,5239,6259,1374,4666,41047002102,1.02535630860896,8.03523001339884
"456","41047002201","Census Tract 22.01","Marion County",55522,79418,114549,23306,256316,503310,1086,0.4348,247,845,173,42473,43833,1749,2136,462,1576,41047002201,1.03202034233513,12.7698279799056
"457","41047002202","Census Tract 22.02","Marion County",47366,73987,98959,17037,238902,498312,3201,0.4612,666,2635,612,37469,38855,5477,6966,1775,4865,41047002202,1.03699057887854,15.4748070742046
"458","41047002301","Census Tract 23.01","Marion County",53094,68437,95057,27893,201892,335034,1581,0.3785,279,1250,256,34035,33625,2665,3310,724,2409,41047002301,0.987953577199941,8.27377233383136
"459","41047002303","Census Tract 23.03","Marion County",39460,60505,90599,17432,159368,245543,3499,0.3898,718,2810,572,27481,29005,5764,7820,2095,5192,41047002303,1.05545649721626,8.63189903677143
"460","41047002304","Census Tract 23.04","Marion County",48685,72043,112992,19618,279840,614008,3058,0.4873,720,2540,594,41188,42546,5470,6760,1506,4876,41047002304,1.03297076818491,17.9789467519728
"461","41047002400","Census Tract 24","Marion County",61159,101905,142155,21885,312469,532777,1726,0.4479,412,1491,315,51841,51523,2999,3745,816,2684,41047002400,0.993865859069077,12.8311979191754
"462","41047002501","Census Tract 25.01","Marion County",49241,77086,105269,22642,197035,337071,4385,0.3891,921,3504,726,33772,34027,7285,9563,2520,6559,41047002501,1.00755063366102,9.37832310838446
"463","41047002502","Census Tract 25.02","Marion County",37644,54921,79994,14555,159923,249825,2541,0.4114,686,2046,460,26288,26696,4628,5594,1217,4168,41047002502,1.01552038953135,9.57202245253741
"464","41047002600","Census Tract 26","Marion County",53656,85061,115882,15335,264506,514794,971,0.4584,182,680,127,36132,36853,1667,2085,486,1540,41047002600,1.01995461087125,14.9235117624038
"465","41047002700","Census Tract 27","Marion County",60426,84906,120556,26026,222904,387291,4190,0.3822,1002,3265,692,38294,40632,7640,8955,1459,6948,41047002700,1.0610539510106,8.95967704622218
"466","41047002800","Census Tract 28","Marion County",46905,77995,119747,20488,279246,481278,1971,0.469,289,1519,272,41255,43117,3209,4071,925,2937,41047002800,1.04513392316083,14.2827296603505
"467","41047010100","Census Tract 101","Marion County",60408,89660,126774,29951,205990,297202,692,0.3485,99,471,174,33661,35439,1222,1470,284,1048,41047010100,1.05282077181308,6.57824898460585
"468","41047010201","Census Tract 102.01","Marion County",52370,73120,106393,25149,195222,322256,1305,0.3772,259,997,218,35836,39756,2169,2610,476,1951,41047010201,1.10938720839379,8.31424553980315
"469","41047010202","Census Tract 102.02","Marion County",38141,56466,83987,20832,156263,237055,3166,0.3803,710,2579,814,25182,26139,5670,7524,2074,4856,41047010202,1.03800333571599,8.03944177844098
"470","41047010303","Census Tract 103.03","Marion County",39333,65221,95726,15536,170431,261656,2220,0.4059,251,1273,589,21867,23794,3789,4783,1240,3200,41047010303,1.08812365665158,9.53748018006525
"471","41047010304","Census Tract 103.04","Marion County",31865,50597,72423,10038,126961,175048,3173,0.3987,202,1684,615,16405,16856,4578,6378,1821,3963,41047010304,1.02749161840902,8.35491492255924
"472","41047010305","Census Tract 103.05","Marion County",36072,51383,82173,15817,143878,211307,1996,0.3917,187,1235,779,17960,19382,3596,4803,1295,2817,41047010305,1.07917594654788,8.1445778488697
"473","41047010306","Census Tract 103.06","Marion County",28761,44064,65577,12322,104292,132667,3724,0.3641,788,2924,1147,15192,16385,6771,10149,3927,5624,41047010306,1.07852817272249,6.45848647859212
"474","41047010307","Census Tract 103.07","Marion County",33861,47250,71901,16385,146172,222309,2022,0.4042,1073,2525,653,27908,29506,5082,5978,1157,4429,41047010307,1.0572595671492,8.84882378696812
"475","41047010400","Census Tract 104","Marion County",28069,55777,79232,11703,152820,246134,2355,0.4372,517,1694,609,24159,26131,4338,5000,865,3729,41047010400,1.08162589511155,12.3772503268631
"476","41047010501","Census Tract 105.01","Marion County",44462,76450,118007,22843,202122,317902,2447,0.3978,701,2122,756,33242,34073,4981,6048,1330,4225,41047010501,1.02499849587871,9.44660872149172
"477","41047010502","Census Tract 105.02","Marion County",43887,68578,100389,16382,238990,469216,2772,0.4688,814,2488,405,36310,37964,5049,6558,1576,4644,41047010502,1.04555218947948,15.5707245847782
"478","41047010503","Census Tract 105.03","Marion County",37577,62210,88504,18854,176458,269143,1940,0.4087,396,1469,482,27365,26597,3477,4359,981,2995,41047010503,0.971934953407637,9.5388350374794
"479","41047010600","Census Tract 106","Marion County",33001,52179,84150,13943,153674,258981,944,0.4228,420,1020,104,31168,31564,2020,2227,214,1916,41047010600,1.01270533880904,11.0336145194274
"480","41047010701","Census Tract 107.01","Marion County",34654,59665,82142,13007,135597,209961,3532,0.3846,832,2923,655,23298,24802,6117,8254,2267,5462,41047010701,1.06455489741609,8.810599861522
"481","41047010702","Census Tract 107.02","Marion County",40175,67606,100539,17386,225447,455754,3068,0.4646,736,2558,555,33890,34696,5609,7003,1617,5054,41047010702,1.02378282679256,15.8355136290196
"482","41047010801","Census Tract 108.01","Marion County",37370,59323,91134,13764,172473,245529,2441,0.4221,729,2120,868,25900,26582,4993,6230,1502,4125,41047010801,1.02633204633205,9.60335588844995
"483","41047010802","Census Tract 108.02","Marion County",46691,70394,102923,23337,167364,239546,3131,0.3572,517,2285,728,26855,29878,5487,7142,1910,4759,41047010802,1.11256749208713,6.84143485462958
"484","41049970100","Census Tract 9701","Morrow County",35431,55651,78203,13391,142716,213216,3357,0.3957,681,2780,1145,21060,22199,6315,8397,2487,5170,41049970100,1.05408357075024,8.73442300602188
"485","41049970200","Census Tract 9702","Morrow County",34608,53349,79656,18173,141408,206653,1303,0.3804,403,1179,256,27187,27715,2305,2818,527,2049,41049970200,1.01942104682385,7.83058297493416
"486","41051000100","Census Tract 1","Multnomah County",49095,90791,140117,21630,320202,620442,3568,0.4818,652,2866,338,56300,56794,5250,6412,1241,4912,41051000100,1.00877442273535,17.5451961823966
"487","41051000200","Census Tract 2","Multnomah County",25031,61461,89841,7477,217136,339224,3148,0.5161,997,3101,536,40454,42169,5213,6220,1179,4677,41051000200,1.04239383002917,20.8701858004184
"488","41051000301","Census Tract 3.01","Multnomah County",32767,55048,93540,9795,182784,246646,3159,0.4598,556,2132,351,30348,31488,5189,5647,478,4838,41051000301,1.03756425464611,11.5899628776843
"489","41051000302","Census Tract 3.02","Multnomah County",81026,122492,198962,31526,364226,616570,3664,0.4233,625,2666,486,60389,62623,5638,7216,1821,5152,41051000302,1.03699349219229,10.9561802544602
"490","41051000401","Census Tract 4.01","Multnomah County",56189,82212,112911,20149,176078,242626,2053,0.3499,236,1496,331,35419,35699,3284,3884,688,2953,41051000401,1.00790536152912,6.35662448583929
"491","41051000402","Census Tract 4.02","Multnomah County",49443,69366,93492,26760,146981,208080,2010,0.3141,303,1425,234,32146,33751,2965,3520,567,2731,41051000402,1.0499284514403,5.46120231486949
"492","41051000501","Census Tract 5.01","Multnomah County",36582,58298,87352,14811,142417,200461,2350,0.383,337,1711,263,28369,30991,3468,4198,729,3205,41051000501,1.09242482991998,7.80110131730002
"493","41051000502","Census Tract 5.02","Multnomah County",36790,60897,86821,11072,127628,163809,3002,0.3693,388,1958,454,25701,26250,4480,5251,879,4026,41051000502,1.02136103653554,6.84505453177886
"494","41051000601","Census Tract 6.01","Multnomah County",30623,51221,76260,12229,139006,217690,2889,0.4144,375,1952,619,23153,25499,4419,5333,1131,3800,41051000601,1.10132596207835,10.1600858769719
"495","41051000602","Census Tract 6.02","Multnomah County",34776,52321,76943,13055,134818,228229,3165,0.3963,355,2073,751,22011,24492,4959,6305,1488,4208,41051000602,1.11271636908818,9.54314147728461
"496","41051000701","Census Tract 7.01","Multnomah County",43047,69067,107382,18167,184606,264545,2647,0.4003,417,2003,322,36637,42204,3996,4749,862,3674,41051000701,1.15195021426427,8.64328421602901
"497","41051000702","Census Tract 7.02","Multnomah County",33402,62548,96449,10864,178068,312288,2943,0.4492,492,2009,321,30917,34213,4387,5209,925,4066,41051000702,1.10660801500792,14.1096100844892
"498","41051000801","Census Tract 8.01","Multnomah County",47072,68977,111998,14743,233321,402107,3066,0.4554,387,2102,353,42020,44273,4304,4904,735,3951,41051000801,1.05361732508329,13.0100137507078
"499","41051000802","Census Tract 8.02","Multnomah County",43562,62672,87297,17605,159243,236609,3269,0.3767,293,2140,248,33030,34261,4364,4991,770,4116,41051000802,1.03726914925825,7.73649189922671
"500","41051000901","Census Tract 9.01","Multnomah County",58531,86775,123685,26320,264375,453026,3218,0.4184,225,2042,195,49650,53670,4097,4742,679,3902,41051000901,1.0809667673716,10.6781534690222
"501","41051000902","Census Tract 9.02","Multnomah County",35885,56029,94291,17332,184197,270875,3310,0.4315,202,2108,233,34578,40270,4306,4998,729,4073,41051000902,1.16461333796055,10.1800176635286
"502","41051001000","Census Tract 10","Multnomah County",43999,75372,113622,14496,175881,229227,3876,0.3899,390,2560,471,36944,39514,5340,6070,841,4869,41051001000,1.06956474664357,7.83749038379349
"503","41051001101","Census Tract 11.01","Multnomah County",17949,37470,63068,6279,138710,251281,1619,0.5099,495,1539,159,34203,36514,2433,2473,40,2274,41051001101,1.06756717247025,20.7430245996368
"504","41051001102","Census Tract 11.02","Multnomah County",40999,73393,119981,16493,228635,356790,1106,0.4491,116,705,69,43031,45781,1463,1638,197,1394,41051001102,1.06390741558411,12.4118138175746
"505","41051001201","Census Tract 12.01","Multnomah County",33052,57071,87700,10669,191721,303090,3748,0.4689,546,2703,208,40270,42737,4935,5285,347,4727,41051001201,1.06126148497641,13.8647331945747
"506","41051001202","Census Tract 12.02","Multnomah County",52366,93635,152444,18680,282635,446149,2057,0.4473,338,1552,180,53726,56134,2964,3509,553,2784,41051001202,1.04482001265681,12.559440362582
"507","41051001301","Census Tract 13.01","Multnomah County",48738,77716,117929,18467,217245,308553,2885,0.4128,215,1906,207,46134,46777,3640,4104,542,3433,41051001301,1.01393765986041,9.18244178260546
"508","41051001302","Census Tract 13.02","Multnomah County",57247,85934,115146,20736,246774,425965,2127,0.4216,200,1401,250,43941,45216,2894,3458,643,2644,41051001302,1.02901618078787,10.9245604811305
"509","41051001400","Census Tract 14","Multnomah County",51110,81611,117768,19353,190591,251758,3681,0.3756,463,2480,217,40816,42658,4910,5734,878,4693,41051001400,1.04512936103489,7.14582121113208
"510","41051001500","Census Tract 15","Multnomah County",57061,102154,175392,22395,346237,505995,2020,0.4621,254,1372,219,56660,58854,2914,3609,737,2695,41051001500,1.03872220261207,12.7364830849778
"511","41051001601","Census Tract 16.01","Multnomah County",42707,77347,115501,16706,253783,491127,3066,0.472,758,2503,478,43176,44630,5391,6149,866,4913,41051001601,1.03367611636094,16.5326443707606
"512","41051001602","Census Tract 16.02","Multnomah County",25222,47647,72554,7708,118928,155392,2272,0.4156,391,1779,387,22537,23087,3831,4525,800,3444,41051001602,1.02440431290766,9.43771636805345
"513","41051001701","Census Tract 17.01","Multnomah County",45680,64242,93633,18124,182308,271269,4392,0.399,559,2981,318,34329,36897,6093,7266,942,5775,41051001701,1.07480555798305,8.50319729170585
"514","41051001702","Census Tract 17.02","Multnomah County",38446,62933,94278,15364,153308,202446,2396,0.3835,252,1559,413,29365,28385,3641,4239,677,3228,41051001702,0.966626936829559,7.52447500464598
"515","41051001801","Census Tract 18.01","Multnomah County",36959,61958,86766,14240,163615,254470,2810,0.4102,480,2142,220,35561,36407,4057,4574,562,3837,41051001801,1.02379010713984,9.94042852399461
"516","41051001802","Census Tract 18.02","Multnomah County",35032,58808,101007,16515,203949,312167,2097,0.454,381,1664,225,38191,39386,3253,3760,594,3028,41051001802,1.03129009452489,12.1119366791472
"517","41051001900","Census Tract 19","Multnomah County",67051,122361,180350,27239,377760,633186,2491,0.452,521,1972,442,60998,61686,4164,5111,1241,3722,41051001900,1.01127905832978,13.43060769965
"518","41051002000","Census Tract 20","Multnomah County",39801,58877,92125,17139,197161,318596,4559,0.437,306,3442,257,46037,47374,5639,6214,566,5382,41051002000,1.02904185763625,11.1905865823674
"519","41051002100","Census Tract 21","Multnomah County",30610,46975,68349,10742,155286,255654,1821,0.4508,273,1481,105,34808,37258,2370,2694,323,2265,41051002100,1.07038611813376,12.3647707486941
"520","41051002203","Census Tract 22.03","Multnomah County",35146,63285,100209,11689,185233,243036,2515,0.4384,357,1843,187,38489,42767,3592,3944,391,3405,41051002203,1.11114863987113,10.3783922280346
"521","41051002303","Census Tract 23.03","Multnomah County",27907,48713,80974,7573,167829,273170,1535,0.4817,591,1509,170,41601,44965,2484,2555,117,2314,41051002303,1.08086344078267,15.3985343855693
"522","41051002401","Census Tract 24.01","Multnomah County",73600,123746,187966,35377,428161,733880,1653,0.4579,132,1135,146,71070,75029,2271,2761,577,2125,41051002401,1.05570564232447,13.468530056801
"523","41051002402","Census Tract 24.02","Multnomah County",32787,55874,84993,8847,190005,304223,1885,0.4769,722,2002,232,46916,48658,3183,3307,145,2951,41051002402,1.03713019012704,14.6141615026181
"524","41051002501","Census Tract 25.01","Multnomah County",98121,137111,204549,41111,402462,625089,2442,0.403,330,1722,309,65676,70666,3701,4710,1160,3392,41051002501,1.07597904866313,8.97909963226844
"525","41051002502","Census Tract 25.02","Multnomah County",47079,65820,102997,18425,302481,500565,2952,0.5,410,2108,261,52055,54769,4076,4507,516,3815,41051002502,1.05213716261646,15.2834941377626
"526","41051002600","Census Tract 26","Multnomah County",73005,117364,176886,31692,341931,575454,1440,0.4219,187,1076,271,55608,57786,2306,2905,692,2035,41051002600,1.03916702632715,10.9927505086106
"527","41051002701","Census Tract 27.01","Multnomah County",92930,139246,196416,41822,378500,609884,1702,0.3934,186,1217,183,63405,65580,2554,3270,875,2371,41051002701,1.0343032883842,9.05194728093089
"528","41051002702","Census Tract 27.02","Multnomah County",22099,46305,85966,7581,195004,291715,1671,0.5221,628,1694,235,37946,38838,2866,3355,506,2631,41051002702,1.02350708902124,19.6573450134771
"529","41051002801","Census Tract 28.01","Multnomah County",57459,87026,128400,24578,221330,306271,1715,0.3796,262,1209,269,42829,45148,2503,2978,589,2234,41051002801,1.0541455555815,7.46665528968636
"530","41051002802","Census Tract 28.02","Multnomah County",66691,102103,139421,31803,252490,355123,2084,0.3687,227,1357,129,49200,50729,2786,3324,573,2657,41051002802,1.03107723577236,7.21105854163705
"531","41051002901","Census Tract 29.01","Multnomah County",39455,70686,107433,19326,204187,321563,2804,0.4253,371,1956,281,39777,43526,3919,4456,612,3638,41051002901,1.09425044623778,10.9410523808714
"532","41051002902","Census Tract 29.02","Multnomah County",41612,62115,88958,18085,171667,267198,3242,0.3981,405,2475,454,33531,35799,4739,5740,1036,4285,41051002902,1.0676389013152,8.95180662344841
"533","41051002903","Census Tract 29.03","Multnomah County",35922,54513,95165,13113,162796,218478,2667,0.419,567,2069,387,28484,33882,4687,5623,976,4300,41051002903,1.1895099002949,8.91110431324564
"534","41051003000","Census Tract 30","Multnomah County",74553,115195,146882,34191,215951,277354,2998,0.3142,322,1925,345,46433,49772,4235,4991,988,3890,41051003000,1.07191006396313,5.10104465533731
"535","41051003100","Census Tract 31","Multnomah County",65672,98787,148153,24427,336400,590262,3006,0.456,343,1909,307,52336,53335,4193,5095,1005,3886,41051003100,1.01908819932742,13.1025205607165
"536","41051003200","Census Tract 32","Multnomah County",64431,103913,157853,24044,333725,511684,2805,0.4457,304,1758,184,57030,61012,3661,4368,804,3477,41051003200,1.06982290022795,11.566747668833
"537","41051003301","Census Tract 33.01","Multnomah County",23878,58555,93704,6097,184628,265636,1787,0.4913,412,1332,166,30993,34528,2692,3236,556,2526,41051003301,1.11405801309973,17.723836530442
"538","41051003302","Census Tract 33.02","Multnomah County",39220,68952,106699,12095,209196,322057,2052,0.4517,249,1339,272,36936,43173,2779,3261,554,2507,41051003302,1.16885964912281,12.5521582383319
"539","41051003401","Census Tract 34.01","Multnomah County",42541,79727,130475,10207,192037,260772,2354,0.4179,239,1516,276,40461,50174,3102,3589,563,2826,41051003401,1.24005832777242,9.88746492758019
"540","41051003402","Census Tract 34.02","Multnomah County",47652,82336,123092,17192,276596,447661,2713,0.466,231,1765,172,50992,56023,3504,3925,469,3332,41051003402,1.09866253529965,13.8073221886373
"541","41051003501","Census Tract 35.01","Multnomah County",34232,67541,107962,13172,266624,512273,2196,0.5181,326,1552,184,45117,48874,3054,3502,496,2870,41051003501,1.08327238069907,21.6130706269513
"542","41051003502","Census Tract 35.02","Multnomah County",53221,99493,140256,16797,270233,457881,1551,0.4405,206,1043,361,48704,53728,2309,2563,321,1948,41051003502,1.10315374507227,13.0789511268531
"543","41051003601","Census Tract 36.01","Multnomah County",50606,73726,103521,16220,188268,274773,3281,0.3911,276,2004,297,36052,40730,4420,5052,677,4123,41051003601,1.12975701764118,8.22353574955856
"544","41051003602","Census Tract 36.02","Multnomah County",58465,107233,139418,25808,234875,341729,4124,0.3758,406,2472,538,41801,49889,5906,7007,1098,5368,41051003602,1.19348819406234,8.11004710880116
"545","41051003603","Census Tract 36.03","Multnomah County",40394,77856,121804,17341,212674,292768,970,0.4249,97,651,100,40173,44632,1386,1610,258,1286,41051003603,1.11099494685485,10.1417857452152
"546","41051003701","Census Tract 37.01","Multnomah County",30206,57270,88028,11594,161590,241937,2530,0.4371,524,1969,372,31864,34059,3970,4612,681,3598,41051003701,1.06888651770023,11.5759330143541
"547","41051003702","Census Tract 37.02","Multnomah County",48313,85122,127491,11047,243101,427916,1704,0.4556,235,1042,141,42502,45005,2334,2715,340,2193,41051003702,1.05889134628959,14.4176549865229
"548","41051003801","Census Tract 38.01","Multnomah County",43642,63832,95021,17372,151979,208189,1957,0.3654,223,1371,257,33811,35198,2698,3147,500,2441,41051003801,1.0410221525539,6.82430261907103
"549","41051003802","Census Tract 38.02","Multnomah County",56868,84867,121539,24534,208198,280791,2382,0.3687,194,1410,127,40615,42823,3057,3584,586,2930,41051003802,1.05436415117567,6.89887226358075
"550","41051003803","Census Tract 38.03","Multnomah County",43248,72634,107537,11614,230154,420926,2710,0.4678,364,1783,294,37171,41320,3804,4655,860,3510,41051003803,1.11161927308924,15.3449017534906
"551","41051003901","Census Tract 39.01","Multnomah County",47540,67964,95506,18228,162456,233940,4340,0.3653,653,2885,764,30516,31851,6571,7730,1430,5807,41051003901,1.04374754227291,7.11409804160078
"552","41051003902","Census Tract 39.02","Multnomah County",57417,87580,131866,22469,227570,328450,1985,0.3924,225,1351,238,42061,45156,2798,3492,706,2560,41051003902,1.07358360476451,8.22296772901385
"553","41051004001","Census Tract 40.01","Multnomah County",24889,44033,71923,10720,143857,234079,3434,0.455,583,2734,878,20813,23717,5891,8057,2479,5013,41051004001,1.1395281795032,13.1471818922183
"554","41051004002","Census Tract 40.02","Multnomah County",46510,72428,112343,17847,184827,231627,3111,0.3884,353,1729,762,24819,27606,5968,6609,716,5206,41051004002,1.11229300132963,7.19819133893749
"555","41051004101","Census Tract 41.01","Multnomah County",33651,58480,79052,13262,133824,202920,3720,0.3847,672,2881,566,25368,28029,6102,7609,1591,5536,41051004101,1.10489593188269,8.65090699806024
"556","41051004102","Census Tract 41.02","Multnomah County",38248,70904,113211,10581,200306,285910,3020,0.4444,353,2096,411,35687,36871,4473,5378,919,4062,41051004102,1.03317734749349,11.7106637449057
"557","41051004200","Census Tract 42","Multnomah County",42149,73078,109770,17154,196713,321566,2655,0.4186,336,1910,227,41237,40399,3497,4199,765,3270,41051004200,0.979678444115721,10.8448476468307
"558","41051004300","Census Tract 43","Multnomah County",55120,103372,165455,18200,323601,480234,508,0.462,128,446,62,59368,65403,850,1011,186,788,41051004300,1.10165408974532,13.0996726677578
"559","41051004500","Census Tract 45","Multnomah County",53773,90542,125392,22186,365513,655960,1783,0.5018,221,1353,129,63656,63545,2386,2814,457,2257,41051004500,0.998256252356416,17.2714227412157
"560","41051004601","Census Tract 46.01","Multnomah County",71782,130484,248632,30972,510102,758059,1673,0.4868,370,1495,188,94450,98849,2767,3116,405,2579,41051004601,1.04657490735839,14.754831928684
"561","41051004602","Census Tract 46.02","Multnomah County",96217,167068,290133,39899,735584,1256449,1044,0.5155,201,885,146,109741,109374,1740,2139,522,1594,41051004602,0.996655762203734,18.4614446501513
"562","41051004700","Census Tract 47","Multnomah County",41960,76168,143450,21447,407511,750627,3159,0.5494,494,2587,182,78950,81021,4219,4574,386,4037,41051004700,1.02623179227359,23.676471052092
"563","41051004800","Census Tract 48","Multnomah County",27052,51622,85924,6658,186464,362860,2173,0.509,395,2049,195,48327,52135,2943,3037,111,2748,41051004800,1.07879653195936,21.5283298724414
"564","41051004900","Census Tract 49","Multnomah County",22850,45529,79180,6874,167597,278221,2844,0.5012,906,2937,292,42515,42297,4254,4514,260,3962,41051004900,0.994872397977185,18.7202933656305
"565","41051005000","Census Tract 50","Multnomah County",69746,101933,135935,18074,269845,478404,2527,0.4152,355,2321,161,83248,85802,3213,3326,121,3052,41051005000,1.0306794157217,10.895103621043
