school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2016-2017,41,OREGON,Jane Goodall Environmental Middle Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004210,411082001536,23
2016-2017,41,OREGON,Jefferson County Middle School,OR-00000000002053,4106740,OR-00000000002053-00000000000000001773,410674000656,332
2016-2017,41,OREGON,Jefferson Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000035,410348000042,74
2016-2017,41,OREGON,Jefferson Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000413,410804000433,391
2016-2017,41,OREGON,Jefferson Elementary School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000721,410671000769,243
2016-2017,41,OREGON,Jefferson High School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000723,410671000770,172
2016-2017,41,OREGON,Jefferson High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000913,411004000964,401
2016-2017,41,OREGON,Jefferson Middle School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000722,410671001294,115
2016-2017,41,OREGON,Jennings Lodge Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000110,410933000117,153
2016-2017,41,OREGON,Jewell School,OR-00000000001934,4106750,OR-00000000001934-00000000000000003352,410675000158,64
2016-2017,41,OREGON,Jewett Elementary School,OR-00000000002042,4102940,OR-00000000002042-00000000000000000383,410294000403,391
2016-2017,41,OREGON,Joan Austin Elementary School,OR-00000000002254,4108720,OR-00000000002254-00000000000000004342,410872001674,173
2016-2017,41,OREGON,John C Fremont Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000278,411071000298,399
2016-2017,41,OREGON,John F Kennedy High School,OR-00000000002145,4108550,OR-00000000002145-00000000000000000794,410855000839,129
2016-2017,41,OREGON,John McLoughlin Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000114,410933000122,131
2016-2017,41,OREGON,John Muir Elementary School,OR-00000000002041,4101560,OR-00000000002041-00000000000000004476,410156001654,49
2016-2017,41,OREGON,John Tuck Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000258,411035000277,308
2016-2017,41,OREGON,John Wetten Elementary School,OR-00000000001931,4105610,OR-00000000001931-00000000000000000136,410561000144,329
2016-2017,41,OREGON,Jordan Valley Elementary School,OR-00000000002107,4106820,OR-00000000002107-00000000000000000691,410682000697,NA
2016-2017,41,OREGON,Jordan Valley High School,OR-00000000002107,4106820,OR-00000000002107-00000000000000000712,410682000760,NA
2016-2017,41,OREGON,Joseph Charter School,OR-00000000002219,4106870,OR-00000000002219-00000000000000001087,410687001145,103
2016-2017,41,OREGON,Joseph Conger Elementary School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000459,410708000483,284
2016-2017,41,OREGON,Joseph Gale Elementary School,OR-00000000002241,4105160,OR-00000000002241-00000000000000001133,410516001187,375
2016-2017,41,OREGON,Joseph Lane Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000279,411071000299,396
2016-2017,41,OREGON,Judson Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000765,411082000811,446
2016-2017,41,OREGON,Junction City High School,OR-00000000002091,4106930,OR-00000000002091-00000000000000000597,410693000632,237
2016-2017,41,OREGON,Juniper Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000246,410198000265,301
2016-2017,41,OREGON,Juntura Elementary School,OR-00000000002109,4106960,OR-00000000002109-00000000000000000700,410696000747,NA
2016-2017,41,OREGON,Kairos PDX,OR-00000000002180,4110040,OR-00000000002180-00000000000000005218,411004001830,45
2016-2017,41,OREGON,Kalapuya Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004858,411082001809,199
2016-2017,41,OREGON,Kalapuya High School,OR-00000000002088,4102040,OR-00000000002088-00000000000000003566,410204004178,54
2016-2017,41,OREGON,Kalmiopsis Elementary School,OR-00000000001974,4102310,OR-00000000001974-00000000000000000236,410231000254,442
2016-2017,41,OREGON,Keating Elementary School,OR-00000000001894,4101710,OR-00000000001894-00000000000000000005,410171000034,NA
2016-2017,41,OREGON,Keizer Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000747,411082000793,484
2016-2017,41,OREGON,Kelly Creek Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000001313,410600000534,350
2016-2017,41,OREGON,Kelly Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000864,411004000909,480
2016-2017,41,OREGON,Kelly Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000518,410474000562,226
2016-2017,41,OREGON,Kelso Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000099,411089001297,122
2016-2017,41,OREGON,Kennedy Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000416,410804000436,356
2016-2017,41,OREGON,Kennedy Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000746,411082000792,381
2016-2017,41,OREGON,Kennedy Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000519,410474000564,190
2016-2017,41,OREGON,Keno Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000474,410702000499,120
2016-2017,41,OREGON,Kids Unlimited Academy,OR-00000000002048,4108040,OR-00000000002048-00000000000000005205,410804001829,280
2016-2017,41,OREGON,Kings Valley Charter School,OR-00000000001900,4109600,OR-00000000001900-00000000000000003440,410960000021,71
2016-2017,41,OREGON,Kinnaman Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001166,410192001217,458
2016-2017,41,OREGON,Klamath Learning Center,OR-00000000002056,4107080,OR-00000000002056-00000000000000005355,410708001847,NA
2016-2017,41,OREGON,Klamath Union High School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000487,410708000512,396
2016-2017,41,OREGON,Knappa High School,OR-00000000002262,4100040,OR-00000000002262-00000000000000000169,410004000179,62
2016-2017,41,OREGON,KNOVA Reynolds Public Charter School,OR-00000000002182,4110520,OR-00000000002182-00000000000000004822,411052001798,270
2016-2017,41,OREGON,La Grande High School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001073,410720001131,250
2016-2017,41,OREGON,La Grande Middle School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001072,410720001127,253
2016-2017,41,OREGON,Lacomb School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000671,410738000710,106
2016-2017,41,OREGON,LaCreole Middle School,OR-00000000002190,4103860,OR-00000000002190-00000000000000000994,410386001049,331
2016-2017,41,OREGON,Ladd Acres Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001150,410002301201,169
2016-2017,41,OREGON,Lafayette Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000640,410112000670,234
2016-2017,41,OREGON,Lake Creek Learning Center,OR-00000000002043,4104500,OR-00000000002043-00000000000000003147,410450001416,19
2016-2017,41,OREGON,Lake Grove Elementary School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000055,410723000061,37
2016-2017,41,OREGON,Lake Oswego Middle School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000059,410723000066,70
2016-2017,41,OREGON,Lake Oswego Senior High School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000061,410723000068,100
2016-2017,41,OREGON,Lakeridge High School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000062,410723000069,96
2016-2017,41,OREGON,Lakeridge Middle School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000060,410723000067,64
2016-2017,41,OREGON,Lakeview Senior High School,OR-00000000002059,4107280,OR-00000000002059-00000000000000000492,410728000519,104
2016-2017,41,OREGON,Lamb Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003375,411082001442,406
2016-2017,41,OREGON,Lane Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001243,411004000912,334
2016-2017,41,OREGON,LaPine Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000245,410198000262,271
2016-2017,41,OREGON,LaPine Middle School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001310,410198000264,203
2016-2017,41,OREGON,LaPine Senior High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000253,410198000272,253
2016-2017,41,OREGON,Latham Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000577,411158000612,62
2016-2017,41,OREGON,Laurel Elementary School,OR-00000000002091,4106930,OR-00000000002091-00000000000000000595,410693000630,271
2016-2017,41,OREGON,Laurel Ridge Middle School,OR-00000000002244,4111290,OR-00000000002244-00000000000000004731,411129001788,52
2016-2017,41,OREGON,Laurelhurst Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000868,411004000913,71
2016-2017,41,OREGON,Lava Ridge Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001317,410198000546,196
2016-2017,41,OREGON,Le Monde French Immersion Public Charter School,OR-00000000002180,4110040,OR-00000000002180-00000000000000005060,411004001814,31
2016-2017,41,OREGON,Lebanon High School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000688,410738000730,556
2016-2017,41,OREGON,Lee Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003526,411082004192,175
2016-2017,41,OREGON,Lee Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000869,411004000914,330
2016-2017,41,OREGON,Lenox Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001110,410002301300,144
2016-2017,41,OREGON,Lent Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000870,411004000915,430
2016-2017,41,OREGON,Leslie Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000766,411082000812,468
2016-2017,41,OREGON,Lewelling Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004764,410883000085,220
2016-2017,41,OREGON,Lewis & Clark Elementary School,OR-00000000001933,4101620,OR-00000000001933-00000000000000000147,410162000156,221
2016-2017,41,OREGON,Lewis & Clark Elementary School,OR-00000000001948,4111720,OR-00000000001948-00000000000000003569,411172004195,424
2016-2017,41,OREGON,Lewis and Clark Montessori Charter School,OR-00000000002183,4106000,OR-00000000002183-00000000000000004667,410600001757,104
2016-2017,41,OREGON,Lewis Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000871,411004000916,123
2016-2017,41,OREGON,Liberty Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000641,410112000671,111
2016-2017,41,OREGON,Liberty Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000749,411082000795,243
2016-2017,41,OREGON,Liberty Elementary School,OR-00000000002197,4112320,OR-00000000002197-00000000000000001013,411232001071,205
2016-2017,41,OREGON,Liberty High School,OR-00000000002239,4100023,OR-00000000002239-00000000000000004018,410002301585,574
2016-2017,41,OREGON,Lighthouse Charter School,OR-00000000001965,4103660,OR-00000000001965-00000000000000003615,410366004188,59
2016-2017,41,OREGON,Lincoln City Career Technical High School,OR-00000000002097,4107500,OR-00000000002097-00000000000000003240,410750001493,NA
2016-2017,41,OREGON,Lincoln Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000036,410348000043,207
2016-2017,41,OREGON,Lincoln Elementary School,OR-00000000002054,4105910,OR-00000000002054-00000000000000000437,410591000459,337
2016-2017,41,OREGON,Lincoln Elementary School,OR-00000000002146,4113530,OR-00000000002146-00000000000000001267,411353000843,598
2016-2017,41,OREGON,Lincoln High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000914,411004000966,205
2016-2017,41,OREGON,Lincoln Middle School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000266,410912000285,102
2016-2017,41,OREGON,Lincoln Middle School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000579,411158000614,372
2016-2017,41,OREGON,Lincoln Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000975,410394001031,539
2016-2017,41,OREGON,Lincoln Savage Middle School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000448,410690000470,233
2016-2017,41,OREGON,Lincoln School of Early Learning,OR-00000000001964,4103390,OR-00000000001964-00000000000000000189,410339000200,37
2016-2017,41,OREGON,Lincoln Street Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000004642,410002301749,450
2016-2017,41,OREGON,Linus Pauling Middle School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000038,410348000045,330
2016-2017,41,OREGON,Linwood Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004765,410883000079,199
2016-2017,41,OREGON,Llewellyn Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000872,411004000917,75
2016-2017,41,OREGON,Logos Public Charter School,OR-00000000002048,4108040,OR-00000000002048-00000000000000004821,410804001796,NA
2016-2017,41,OREGON,London School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000578,411158000613,64
2016-2017,41,OREGON,Lone Pine Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000414,410804000434,200
2016-2017,41,OREGON,Long Creek School,OR-00000000002012,4107530,OR-00000000002012-00000000000000003366,410753000360,15
2016-2017,41,OREGON,Lookingglass Elementary School,OR-00000000002002,4113490,OR-00000000002002-00000000000000000313,411349000333,102
2016-2017,41,OREGON,Lorna Byrne Middle School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000449,410690000471,218
2016-2017,41,OREGON,Lost River High School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000486,410702000511,154
2016-2017,41,OREGON,Lourdes School,OR-00000000002103,4111040,OR-00000000002103-00000000000000002994,411104001494,NA
2016-2017,41,OREGON,Lowell Junior/Senior High School,OR-00000000002092,4107590,OR-00000000002092-00000000000000000599,410759000634,102
2016-2017,41,OREGON,Lowrie Primary School,OR-00000000001922,4113170,OR-00000000001922-00000000000000005056,411317001822,204
2016-2017,41,OREGON,Luckiamute Valley Charter School,OR-00000000002190,4103860,OR-00000000002190-00000000000000003461,410386001045,NA
2016-2017,41,OREGON,Lundy Elementary School,OR-00000000002092,4107590,OR-00000000002092-00000000000000000598,410759000633,122
2016-2017,41,OREGON,Lyle Elementary School,OR-00000000002190,4103860,OR-00000000002190-00000000000000000989,410386001043,245
2016-2017,41,OREGON,Lynch Meadows Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000959,410280001012,364
2016-2017,41,OREGON,Lynch View Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000964,410280001017,442
2016-2017,41,OREGON,Lynch Wood Elementary School,OR-00000000002185,4102800,OR-00000000002185-00000000000000000965,410280001018,412
2016-2017,41,OREGON,M A Lynch Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000259,411035000278,293
2016-2017,41,OREGON,Mabel Rush Elementary School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001219,410872001272,223
2016-2017,41,OREGON,Madison Elementary School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000196,410366000211,309
2016-2017,41,OREGON,Madison High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000915,411004000968,675
2016-2017,41,OREGON,Madison Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000520,410474000565,189
2016-2017,41,OREGON,Madras High School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000434,410674000456,468
2016-2017,41,OREGON,Madras Primary School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000430,410674000451,313
2016-2017,41,OREGON,Madrona Elementary School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000450,410690000472,250
2016-2017,41,OREGON,Madrone Trail Public Charter School,OR-00000000002048,4108040,OR-00000000002048-00000000000000004593,410804001736,80
2016-2017,41,OREGON,Malabon Elementary School,OR-00000000002088,4102040,OR-00000000002088-00000000000000000586,410204000620,301
2016-2017,41,OREGON,Malin Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000475,410702000500,104
2016-2017,41,OREGON,Manzanita Elementary School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000451,410690000473,271
2016-2017,41,OREGON,Maple Elementary School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000550,411167000583,321
2016-2017,41,OREGON,Mapleton Elementary School,OR-00000000002085,4107710,OR-00000000002085-00000000000000000568,410771000602,58
2016-2017,41,OREGON,Mapleton Jr/Sr High School,OR-00000000002085,4107710,OR-00000000002085-00000000000000000569,410771000603,62
2016-2017,41,OREGON,Maplewood Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000873,411004000918,77
2016-2017,41,OREGON,Marcola Elementary School,OR-00000000002094,4107740,OR-00000000002094-00000000000000000603,410774000638,74
2016-2017,41,OREGON,Margaret Scott Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000948,411052001001,361
2016-2017,41,OREGON,Mari-Linn Elementary School,OR-00000000002143,4100020,OR-00000000002143-00000000000000000656,410002000693,115
2016-2017,41,OREGON,Mark Twain Elementary,OR-00000000002138,4111450,OR-00000000002138-00000000000000000714,411145000762,162
2016-2017,41,OREGON,Markham Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001278,411004000919,228
2016-2017,41,OREGON,Marshall High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001338,410198000688,122
2016-2017,41,OREGON,Marshfield Senior High School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000201,410366000216,599
2016-2017,41,OREGON,Martin Luther King Jr. School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000866,411004000911,325
2016-2017,41,OREGON,Mary Woodward Elementary School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001137,411224001299,99
2016-2017,41,OREGON,Marysville Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000875,411004000920,288
2016-2017,41,OREGON,Maupin Elementary School,OR-00000000002225,4100021,OR-00000000002225-00000000000000001108,410002101166,80
2016-2017,41,OREGON,May Roberts Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000696,410927000743,345
2016-2017,41,OREGON,May Street Elementary School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000362,410651000382,231
2016-2017,41,OREGON,Mazama High School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000488,410702000513,427
2016-2017,41,OREGON,McBride Elementary School,OR-00000000001948,4111720,OR-00000000001948-00000000000000000182,411172000193,309
2016-2017,41,OREGON,McCornack Elementary School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000522,410474000548,242
2016-2017,41,OREGON,McGovern Elementary School,OR-00000000002002,4113490,OR-00000000002002-00000000000000000311,411349000331,169
2016-2017,41,OREGON,McKay Creek Elementary School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001047,410951001105,86
2016-2017,41,OREGON,McKay Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001168,410192001219,182
2016-2017,41,OREGON,McKay High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000771,411082001296,2001
2016-2017,41,OREGON,McKenzie Elementary School,OR-00000000002090,4107980,OR-00000000002090-00000000000000000593,410798000628,95
2016-2017,41,OREGON,McKenzie High School,OR-00000000002090,4107980,OR-00000000002090-00000000000000000594,410798000629,47
2016-2017,41,OREGON,McKinley Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000750,411082000796,176
2016-2017,41,OREGON,McKinley Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001169,410192001220,392
2016-2017,41,OREGON,McLoughlin High School,OR-00000000002205,4108160,OR-00000000002205-00000000000000001064,410816001123,384
2016-2017,41,OREGON,McLoughlin Middle School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000422,410804000443,496
2016-2017,41,OREGON,McMinnville High School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001234,410801001284,1003
2016-2017,41,OREGON,McNary Heights Elementary School,OR-00000000002204,4112600,OR-00000000002204-00000000000000001032,411260001091,512
2016-2017,41,OREGON,McNary High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000772,411082000817,1105
2016-2017,41,OREGON,Meadow Park Middle School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001182,410192001235,397
2016-2017,41,OREGON,Meadow View School,OR-00000000002088,4102040,OR-00000000002088-00000000000000002264,410204001391,308
2016-2017,41,OREGON,Melrose Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000274,411071000293,111
2016-2017,41,OREGON,Memorial Elementary School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001230,410801001281,263
2016-2017,41,OREGON,Memorial Middle School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000642,410112000733,268
2016-2017,41,OREGON,Menlo Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000976,410394001032,393
2016-2017,41,OREGON,Merrill Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000476,410702000501,99
2016-2017,41,OREGON,Metolius Elementary School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000431,410674000452,254
2016-2017,41,OREGON,Metro East Web Academy,OR-00000000002183,4106000,OR-00000000002183-00000000000000004740,410600001787,NA
2016-2017,41,OREGON,Metropolitan Learning Center,OR-00000000002180,4110040,OR-00000000002180-00000000000000000916,411004000967,98
2016-2017,41,OREGON,Metzger Elementary School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001140,411224001193,370
2016-2017,41,OREGON,Mid Valley Elementary School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000363,410651000383,402
2016-2017,41,OREGON,Middleton Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000003222,411129001501,31
2016-2017,41,OREGON,Mill Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000977,410394001033,476
2016-2017,41,OREGON,Miller Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003215,411082001497,306
2016-2017,41,OREGON,Millicoma School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000197,410366000214,295
2016-2017,41,OREGON,Mills Elementary School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000461,410708000485,369
2016-2017,41,OREGON,Milwaukie Academy of the Arts,OR-00000000001924,4108830,OR-00000000001924-00000000000000004369,410883001686,NA
2016-2017,41,OREGON,Milwaukie Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000000073,410883000081,91
2016-2017,41,OREGON,Milwaukie High School,OR-00000000001924,4108830,OR-00000000001924-00000000000000000086,410883000094,655
2016-2017,41,OREGON,Minter Bridge Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001116,410002301305,244
2016-2017,41,OREGON,Mist Elementary School,OR-00000000001947,4112930,OR-00000000001947-00000000000000000176,411293000186,NA
2016-2017,41,OREGON,Mitchell School,OR-00000000002249,4108280,OR-00000000002249-00000000000000003404,410828001259,31
2016-2017,41,OREGON,Mohawk High School,OR-00000000002094,4107740,OR-00000000002094-00000000000000000604,410774000639,55
2016-2017,41,OREGON,Molalla Elementary School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000094,410831001325,270
2016-2017,41,OREGON,Molalla High School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000142,410831000151,277
2016-2017,41,OREGON,Molalla River Academy,OR-00000000001925,4108310,OR-00000000001925-00000000000000004745,410831001789,28
2016-2017,41,OREGON,Molalla River Middle School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000095,410831000102,261
2016-2017,41,OREGON,Monmouth Elementary School,OR-00000000002191,4102840,OR-00000000002191-00000000000000000999,410284001055,288
2016-2017,41,OREGON,Monroe Grade School,OR-00000000001898,4108430,OR-00000000001898-00000000000000001321,410843000027,174
2016-2017,41,OREGON,Monroe High School,OR-00000000001898,4108430,OR-00000000001898-00000000000000000043,410843000050,69
2016-2017,41,OREGON,Monroe Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000524,410474000566,217
2016-2017,41,OREGON,Monroe School,OR-00000000003477,4100043,OR-00000000003477-00000000000000002258,410004301404,17
2016-2017,41,OREGON,Montclair Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001170,410192001222,91
2016-2017,41,OREGON,Monument School,OR-00000000002010,4108460,OR-00000000002010-00000000000000003350,410846000356,42
2016-2017,41,OREGON,Mooberry Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001117,410002301173,333
2016-2017,41,OREGON,Morningside Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000753,411082000799,205
2016-2017,41,OREGON,Mosier Community School,OR-00000000004131,4100048,OR-00000000004131-00000000000000001095,410004801153,94
2016-2017,41,OREGON,Mount Scott Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000001264,410883001354,116
2016-2017,41,OREGON,Mountain View Academy,OR-00000000002092,4107590,OR-00000000002092-00000000000000005252,410759001834,51
2016-2017,41,OREGON,Mountain View Middle School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001183,410192001236,497
2016-2017,41,OREGON,Mountain View Middle School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001221,410872001273,262
2016-2017,41,OREGON,Mountain View Senior High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000252,410198000271,606
2016-2017,41,OREGON,Mt Angel Middle School,OR-00000000002145,4108550,OR-00000000002145-00000000000000000792,410855000837,114
2016-2017,41,OREGON,Mt Tabor Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000877,411004000922,183
2016-2017,41,OREGON,Mt Vernon Elementary School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000554,411167000586,359
2016-2017,41,OREGON,Mt View Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000037,410348000044,145
2016-2017,41,OREGON,Mulino Elementary School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000121,410831000129,107
2016-2017,41,OREGON,Multi-sensory Instruction Teaching Children Hands-On (MITCH),OR-00000000002242,4112240,OR-00000000002242-00000000000000003579,411224004176,NA
2016-2017,41,OREGON,Multisensory Learning Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000003490,411052001434,98
2016-2017,41,OREGON,Myers Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000754,411082000800,237
2016-2017,41,OREGON,Myrtle Creek Elementary School,OR-00000000001994,4111610,OR-00000000001994-00000000000000000290,411161000310,233
2016-2017,41,OREGON,Myrtle Crest School,OR-00000000001968,4100640,OR-00000000001968-00000000000000000214,410064000233,229
2016-2017,41,OREGON,Myrtle Point High School,OR-00000000001968,4100640,OR-00000000001968-00000000000000000215,410064000234,163
2016-2017,41,OREGON,Naas Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000096,411089000103,164
2016-2017,41,OREGON,Nancy Ryles Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001303,410192000210,127
2016-2017,41,OREGON,Neah-Kah-Nie High School,OR-00000000002198,4108650,OR-00000000002198-00000000000000001022,410865001081,96
2016-2017,41,OREGON,Neah-Kah-Nie Middle School,OR-00000000002198,4108650,OR-00000000002198-00000000000000004481,410865001656,102
2016-2017,41,OREGON,Nehalem Elementary School,OR-00000000002198,4108650,OR-00000000002198-00000000000000001021,410865001080,98
2016-2017,41,OREGON,Neil Armstrong Middle School,OR-00000000002241,4105160,OR-00000000002241-00000000000000001126,410516001188,479
2016-2017,41,OREGON,Nellie Muir Elementary School,OR-00000000002146,4113530,OR-00000000002146-00000000000000000796,411353000841,375
2016-2017,41,OREGON,Nestucca High School,OR-00000000002199,4108700,OR-00000000002199-00000000000000001023,410870001082,147
2016-2017,41,OREGON,Nestucca Valley Elementary,OR-00000000002199,4108700,OR-00000000002199-00000000000000001019,410870001077,159
2016-2017,41,OREGON,Network Charter School,OR-00000000002082,4104740,OR-00000000002082-00000000000000004041,410474001593,87
2016-2017,41,OREGON,New Bridge High School,OR-00000000003477,4100043,OR-00000000003477-00000000000000002260,410004301406,76
2016-2017,41,OREGON,New Urban High School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004004,410883001583,87
