school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2014-2015,41,OREGON,Hanby Middle School,00000000002042,4102940,00000000000000000387,410294000407,161
2014-2015,41,OREGON,Scenic Middle School,00000000002042,4102940,00000000000000000388,410294000408,491
2014-2015,41,OREGON,Crater Academy of Health and Public Services,00000000002042,4102940,00000000000000004557,410294001720,205
2014-2015,41,OREGON,Crater School of Business Innovation and Science,00000000002042,4102940,00000000000000004559,410294001728,257
2014-2015,41,OREGON,Crater Renaissance Academy,00000000002042,4102940,00000000000000004561,410294001739,338
2014-2015,41,OREGON,Clatskanie Elementary School,00000000001945,4103260,00000000000000000163,410326000173,206
2014-2015,41,OREGON,Clatskanie Middle/High School,00000000001945,4103260,00000000000000000168,410326000178,151
2014-2015,41,OREGON,Hudson Park Elementary School,00000000001946,4103265,00000000000000000171,410326500181,275
2014-2015,41,OREGON,Rainier Jr/Sr High School,00000000001946,4103265,00000000000000000174,410326500184,221
2014-2015,41,OREGON,North Columbia Academy,00000000001946,4103265,00000000000000004234,410326501670,31
2014-2015,41,OREGON,Colton Elementary School,00000000001927,4103270,00000000000000000103,410327000109,132
2014-2015,41,OREGON,Colton High School,00000000001927,4103270,00000000000000000104,410327000110,75
2014-2015,41,OREGON,Colton Middle School,00000000001927,4103270,00000000000000001248,410327001343,52
2014-2015,41,OREGON,Condon Elementary School,00000000002006,4103330,00000000000000000325,410333000345,51
2014-2015,41,OREGON,Condon High School,00000000002006,4103330,00000000000000000326,410333000346,22
2014-2015,41,OREGON,Lincoln School of Early Learning,00000000001964,4103390,00000000000000000189,410339000200,40
2014-2015,41,OREGON,Coquille Junior Senior High,00000000001964,4103390,00000000000000000191,410339000202,163
2014-2015,41,OREGON,Coquille Valley Elementary,00000000001964,4103390,00000000000000004025,410339001589,221
2014-2015,41,OREGON,Winter Lakes School,00000000001964,4103390,00000000000000004857,410339001804,57
2014-2015,41,OREGON,Corbett School,00000000002186,4103420,00000000000000004592,410342001729,282
2014-2015,41,OREGON,Corbett Charter School,00000000002186,4103420,00000000000000004747,410342001776,-1
2014-2015,41,OREGON,Corbett Enviro-STEM High School,00000000002186,4103420,00000000000000005253,410342001832,45
2014-2015,41,OREGON,Adams Elementary School,00000000001901,4103480,00000000000000000027,410348000032,81
2014-2015,41,OREGON,Cheldelin Middle School,00000000001901,4103480,00000000000000000028,410348000033,181
2014-2015,41,OREGON,Garfield Elementary School,00000000001901,4103480,00000000000000000030,410348000037,301
2014-2015,41,OREGON,Hoover Elementary School,00000000001901,4103480,00000000000000000033,410348000040,64
2014-2015,41,OREGON,Jefferson Elementary School,00000000001901,4103480,00000000000000000035,410348000042,88
2014-2015,41,OREGON,Lincoln Elementary School,00000000001901,4103480,00000000000000000036,410348000043,237
2014-2015,41,OREGON,Mt View Elementary School,00000000001901,4103480,00000000000000000037,410348000044,151
2014-2015,41,OREGON,Linus Pauling Middle School,00000000001901,4103480,00000000000000000038,410348000045,306
2014-2015,41,OREGON,Wilson Elementary School,00000000001901,4103480,00000000000000000039,410348000046,173
2014-2015,41,OREGON,Corvallis High School,00000000001901,4103480,00000000000000000040,410348000047,424
2014-2015,41,OREGON,Crescent Valley High School,00000000001901,4103480,00000000000000000041,410348000048,261
2014-2015,41,OREGON,Franklin School,00000000001901,4103480,00000000000000001322,410348000570,93
2014-2015,41,OREGON,Inavale Community Partners dba Muddy Creek Charter School,00000000001901,4103480,00000000000000004637,410348001743,-1
2014-2015,41,OREGON,Cove Charter School,00000000002216,4103540,00000000000000003434,410354001139,175
2014-2015,41,OREGON,Crane Elementary School,00000000002015,4103600,00000000000000000346,410360000365,29
2014-2015,41,OREGON,Crane Union High School,00000000002023,4103630,00000000000000000358,410363000378,15
2014-2015,41,OREGON,Blossom Gulch Elementary School,00000000001965,4103660,00000000000000000192,410366000204,354
2014-2015,41,OREGON,Madison Elementary School,00000000001965,4103660,00000000000000000196,410366000211,335
2014-2015,41,OREGON,Millicoma School,00000000001965,4103660,00000000000000000197,410366000214,281
2014-2015,41,OREGON,Sunset School,00000000001965,4103660,00000000000000000199,410366000215,370
2014-2015,41,OREGON,Marshfield Senior High School,00000000001965,4103660,00000000000000000201,410366000216,570
2014-2015,41,OREGON,Destinations Academy,00000000001965,4103660,00000000000000003227,410366001486,-1
2014-2015,41,OREGON,Resource Link Charter School,00000000001965,4103660,00000000000000004079,410366001602,-1
2014-2015,41,OREGON,Creslane Elementary School,00000000002086,4103690,00000000000000000570,410369000604,326
2014-2015,41,OREGON,Creswell Middle School,00000000002086,4103690,00000000000000000571,410369000605,139
2014-2015,41,OREGON,Creswell High School,00000000002086,4103690,00000000000000000572,410369000606,196
2014-2015,41,OREGON,Crooked River Elementary School,00000000001970,4103720,00000000000000000219,410372000238,213
2014-2015,41,OREGON,Ochoco Elementary School,00000000001970,4103720,00000000000000000221,410372000240,292
2014-2015,41,OREGON,Paulina School,00000000001970,4103720,00000000000000000222,410372000241,11
2014-2015,41,OREGON,Powell Butte Community Charter School,00000000001970,4103720,00000000000000000223,410372000242,-1
2014-2015,41,OREGON,Crook County Middle School,00000000001970,4103720,00000000000000000224,410372000243,439
2014-2015,41,OREGON,Crook County High School,00000000001970,4103720,00000000000000000225,410372000244,474
2014-2015,41,OREGON,Cecil Sly Elementary School,00000000001970,4103720,00000000000000001337,410372000683,285
2014-2015,41,OREGON,Pioneer Secondary Alternative High School,00000000001970,4103720,00000000000000004392,410372001682,38
2014-2015,41,OREGON,Insight School of Oregon-Charter Option,00000000001970,4103720,00000000000000005150,410372001813,-1
2014-2015,41,OREGON,Applegate Elementary School,00000000002089,4103780,00000000000000000589,410378000624,59
2014-2015,41,OREGON,Crow Middle/High School,00000000002089,4103780,00000000000000000592,410378000627,60
2014-2015,41,OREGON,Culver Middle School,00000000002050,4103840,00000000000000001295,410384000119,117
2014-2015,41,OREGON,Culver Elementary School,00000000002050,4103840,00000000000000000425,410384000446,204
2014-2015,41,OREGON,Culver High School,00000000002050,4103840,00000000000000000426,410384000447,165
2014-2015,41,OREGON,Lyle Elementary School,00000000002190,4103860,00000000000000000989,410386001043,227
2014-2015,41,OREGON,Oakdale Heights Elementary School,00000000002190,4103860,00000000000000000990,410386001044,181
2014-2015,41,OREGON,Luckiamute Valley Charter School,00000000002190,4103860,00000000000000003461,410386001045,-1
2014-2015,41,OREGON,Whitworth Elementary School,00000000002190,4103860,00000000000000000993,410386001047,214
2014-2015,41,OREGON,LaCreole Middle School,00000000002190,4103860,00000000000000000994,410386001049,280
2014-2015,41,OREGON,Dallas High School,00000000002190,4103860,00000000000000000995,410386001050,315
2014-2015,41,OREGON,Cherry Park Elementary School,00000000002187,4103940,00000000000000000972,410394001025,391
2014-2015,41,OREGON,Floyd Light Middle School,00000000002187,4103940,00000000000000000981,410394001027,615
2014-2015,41,OREGON,Alice Ott Middle School,00000000002187,4103940,00000000000000000980,410394001028,527
2014-2015,41,OREGON,Gilbert Heights Elementary School,00000000002187,4103940,00000000000000000973,410394001029,483
2014-2015,41,OREGON,Gilbert Park Elementary School,00000000002187,4103940,00000000000000000974,410394001030,480
2014-2015,41,OREGON,Lincoln Park Elementary School,00000000002187,4103940,00000000000000000975,410394001031,580
2014-2015,41,OREGON,Menlo Park Elementary School,00000000002187,4103940,00000000000000000976,410394001032,459
2014-2015,41,OREGON,Mill Park Elementary School,00000000002187,4103940,00000000000000000977,410394001033,519
2014-2015,41,OREGON,Ventura Park Elementary School,00000000002187,4103940,00000000000000000978,410394001035,432
2014-2015,41,OREGON,West Powellhurst Elementary School,00000000002187,4103940,00000000000000000979,410394001036,410
2014-2015,41,OREGON,David Douglas High School,00000000002187,4103940,00000000000000000983,410394001037,2353
2014-2015,41,OREGON,Ron Russell Middle School,00000000002187,4103940,00000000000000004232,410394001676,761
2014-2015,41,OREGON,Earl Boyles Elementary,00000000002187,4103940,00000000000000003525,410394004180,357
2014-2015,41,OREGON,Arthur Academy,00000000002187,4103940,00000000000000003580,410394004181,61
2014-2015,41,OREGON,Tiller Elementary School,00000000001993,4103960,00000000000000000287,410396000307,0
2014-2015,41,OREGON,Days Creek Charter School,00000000001993,4103960,00000000000000003348,410396000308,104
2014-2015,41,OREGON,Dayton Jr High School,00000000002253,4103990,00000000000000001291,410399000228,162
2014-2015,41,OREGON,Dayton Grade School,00000000002253,4103990,00000000000000001211,410399001264,307
2014-2015,41,OREGON,Dayton High School,00000000002253,4103990,00000000000000001212,410399001265,217
2014-2015,41,OREGON,Dayville School,00000000002011,4104020,00000000000000003353,410402000358,39
2014-2015,41,OREGON,Diamond Elementary School,00000000002017,4104170,00000000000000000348,410417000367,-1
2014-2015,41,OREGON,Double O Elementary School,00000000002021,4104290,00000000000000000352,410429000372,-1
2014-2015,41,OREGON,North Douglas Elementary School,00000000001996,4104350,00000000000000000296,410435000316,124
2014-2015,41,OREGON,North Douglas High School,00000000001996,4104350,00000000000000000297,410435000317,44
2014-2015,41,OREGON,Drewsey Elementary School,00000000002019,4104380,00000000000000000350,410438000369,-1
2014-2015,41,OREGON,Dufur School,00000000002229,4104410,00000000000000003402,410441001162,171
2014-2015,41,OREGON,Hillside Elementary,00000000002043,4104500,00000000000000000390,410450000410,318
2014-2015,41,OREGON,Shady Cove School,00000000002043,4104500,00000000000000000393,410450000413,183
2014-2015,41,OREGON,Table Rock Elementary,00000000002043,4104500,00000000000000000394,410450000414,567
2014-2015,41,OREGON,Eagle Point Middle School,00000000002043,4104500,00000000000000000396,410450000416,246
2014-2015,41,OREGON,Eagle Point High School,00000000002043,4104500,00000000000000000397,410450000417,805
2014-2015,41,OREGON,Lake Creek Learning Center,00000000002043,4104500,00000000000000003147,410450001416,31
2014-2015,41,OREGON,Eagle Rock Elementary School,00000000002043,4104500,00000000000000004020,410450001586,177
2014-2015,41,OREGON,White Mountain Middle School,00000000002043,4104500,00000000000000004021,410450001587,286
2014-2015,41,OREGON,URCEO-Upper Rogue Center for Educational Opportunities,00000000002043,4104500,00000000000000004378,410450001681,-1
2014-2015,41,OREGON,Crater Lake Charter Academy,00000000002043,4104500,00000000000000005251,410450001831,77
2014-2015,41,OREGON,Echo School,00000000002203,4104530,00000000000000003433,410453001089,152
2014-2015,41,OREGON,Stella Mayfield Elementary School,00000000002217,4104590,00000000000000001082,410459001140,212
2014-2015,41,OREGON,Elgin High School,00000000002217,4104590,00000000000000001083,410459001141,58
2014-2015,41,OREGON,Elkton Charter School,00000000001998,4104620,00000000000000000302,410462000322,45
2014-2015,41,OREGON,Eagle Creek Elementary School,00000000001930,4104700,00000000000000000130,410470000138,151
2014-2015,41,OREGON,Clackamas River Elementary School,00000000001930,4104700,00000000000000000131,410470000139,328
2014-2015,41,OREGON,Estacada Junior High School,00000000001930,4104700,00000000000000000134,410470000142,127
2014-2015,41,OREGON,Estacada High School,00000000001930,4104700,00000000000000000135,410470000143,225
2014-2015,41,OREGON,Estacada Web Academy,00000000001930,4104700,00000000000000004670,410470001766,-1
2014-2015,41,OREGON,Estacada Early College,00000000001930,4104700,00000000000000004760,410470001778,-1
2014-2015,41,OREGON,Adams Elementary School,00000000002082,4104740,00000000000000000503,410474000530,180
2014-2015,41,OREGON,Awbrey Park Elementary School,00000000002082,4104740,00000000000000000504,410474000531,215
2014-2015,41,OREGON,Coburg Community Charter School,00000000002082,4104740,00000000000000000507,410474000533,-1
2014-2015,41,OREGON,Edgewood Community Elementary School,00000000002082,4104740,00000000000000001774,410474000537,111
2014-2015,41,OREGON,Edison Elementary School,00000000002082,4104740,00000000000000000510,410474000538,107
2014-2015,41,OREGON,Gilham Elementary School,00000000002082,4104740,00000000000000000513,410474000542,184
2014-2015,41,OREGON,Howard Elementary School,00000000002082,4104740,00000000000000000515,410474000544,277
2014-2015,41,OREGON,McCornack Elementary School,00000000002082,4104740,00000000000000000522,410474000548,231
2014-2015,41,OREGON,River Road/El Camino del Rio Elementary School,00000000002082,4104740,00000000000000000525,410474000550,217
2014-2015,41,OREGON,Spring Creek Elementary School,00000000002082,4104740,00000000000000000529,410474000553,208
2014-2015,41,OREGON,Twin Oaks Elementary School,00000000002082,4104740,00000000000000000530,410474000555,104
2014-2015,41,OREGON,Willagillespie Elementary School,00000000002082,4104740,00000000000000000534,410474000559,218
2014-2015,41,OREGON,Cal Young Middle School,00000000002082,4104740,00000000000000000506,410474000561,142
2014-2015,41,OREGON,Kelly Middle School,00000000002082,4104740,00000000000000000518,410474000562,232
2014-2015,41,OREGON,Kennedy Middle School,00000000002082,4104740,00000000000000000519,410474000564,231
2014-2015,41,OREGON,Madison Middle School,00000000002082,4104740,00000000000000000520,410474000565,221
2014-2015,41,OREGON,Monroe Middle School,00000000002082,4104740,00000000000000000524,410474000566,201
2014-2015,41,OREGON,Eugene Education Options,00000000002082,4104740,00000000000000000537,410474000567,94
2014-2015,41,OREGON,Roosevelt Middle School,00000000002082,4104740,00000000000000000526,410474000568,141
2014-2015,41,OREGON,Spencer Butte Middle School,00000000002082,4104740,00000000000000000528,410474000569,142
