school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2014-2015,41,OREGON,Maplewood Elementary School,00000000002180,4110040,00000000000000000873,411004000918,15.16
2014-2015,41,OREGON,Markham Elementary School,00000000002180,4110040,00000000000000001278,411004000919,22.38
2014-2015,41,OREGON,Marysville Elementary School,00000000002180,4110040,00000000000000000875,411004000920,26.05
2014-2015,41,OREGON,Mt Tabor Middle School,00000000002180,4110040,00000000000000000877,411004000922,29.50
2014-2015,41,OREGON,Chief Joseph/Ockley Green School,00000000002180,4110040,00000000000000000878,411004000925,35.52
2014-2015,41,OREGON,Peninsula Elementary School,00000000002180,4110040,00000000000000000879,411004000926,25.44
2014-2015,41,OREGON,Richmond Elementary School,00000000002180,4110040,00000000000000000883,411004000930,28.61
2014-2015,41,OREGON,Rigler Elementary School,00000000002180,4110040,00000000000000000884,411004000931,27.36
2014-2015,41,OREGON,Roseway Heights School,00000000002180,4110040,00000000000000000885,411004000932,65.50
2014-2015,41,OREGON,Sabin Elementary School,00000000002180,4110040,00000000000000000886,411004000933,26.72
2014-2015,41,OREGON,Scott Elementary School,00000000002180,4110040,00000000000000000887,411004000935,33.10
2014-2015,41,OREGON,Sellwood Middle School,00000000002180,4110040,00000000000000000888,411004000936,24.50
2014-2015,41,OREGON,Sitton Elementary School,00000000002180,4110040,00000000000000000889,411004000937,24.57
2014-2015,41,OREGON,Skyline Elementary School,00000000002180,4110040,00000000000000000890,411004000938,16.34
2014-2015,41,OREGON,Stephenson Elementary School,00000000002180,4110040,00000000000000000892,411004000940,14.25
2014-2015,41,OREGON,Sunnyside Environmental School,00000000002180,4110040,00000000000000000893,411004000941,27.64
2014-2015,41,OREGON,Vernon Elementary School,00000000002180,4110040,00000000000000000895,411004000944,21.98
2014-2015,41,OREGON,Vestal Elementary School,00000000002180,4110040,00000000000000000896,411004000945,26.00
2014-2015,41,OREGON,West Sylvan Middle School,00000000002180,4110040,00000000000000000898,411004000947,42.18
2014-2015,41,OREGON,Whitman Elementary School,00000000002180,4110040,00000000000000000900,411004000949,19.50
2014-2015,41,OREGON,Woodlawn Elementary School,00000000002180,4110040,00000000000000000902,411004000952,29.71
2014-2015,41,OREGON,Woodmere Elementary School,00000000002180,4110040,00000000000000000903,411004000953,21.97
2014-2015,41,OREGON,Woodstock Elementary School,00000000002180,4110040,00000000000000000904,411004000954,23.50
2014-2015,41,OREGON,Benson Polytechnic High School,00000000002180,4110040,00000000000000000906,411004000956,48.51
2014-2015,41,OREGON,Cleveland High School,00000000002180,4110040,00000000000000000909,411004000958,75.01
2014-2015,41,OREGON,Franklin High School,00000000002180,4110040,00000000000000000911,411004000960,81.93
2014-2015,41,OREGON,Grant High School,00000000002180,4110040,00000000000000000912,411004000962,75.40
2014-2015,41,OREGON,Jefferson High School,00000000002180,4110040,00000000000000000913,411004000964,42.20
2014-2015,41,OREGON,Lincoln High School,00000000002180,4110040,00000000000000000914,411004000966,78.78
2014-2015,41,OREGON,Metropolitan Learning Center,00000000002180,4110040,00000000000000000916,411004000967,21.85
2014-2015,41,OREGON,Madison High School,00000000002180,4110040,00000000000000000915,411004000968,62.96
2014-2015,41,OREGON,Wilson High School,00000000002180,4110040,00000000000000000922,411004000975,62.36
2014-2015,41,OREGON,da Vinci Middle School,00000000002180,4110040,00000000000000001363,411004001079,22.15
2014-2015,41,OREGON,Winterhaven School,00000000002180,4110040,00000000000000001364,411004001102,15.50
2014-2015,41,OREGON,Jackson Middle School,00000000002180,4110040,00000000000000001277,411004001365,27.20
2014-2015,41,OREGON,Forest Park Elementary School,00000000002180,4110040,00000000000000002413,411004001395,22.00
2014-2015,41,OREGON,Opal School of the Portland Children's Museum,00000000002180,4110040,00000000000000003451,411004001435,6.40
2014-2015,41,OREGON,"Self Enhancement, Inc/SEI Academy",00000000002180,4110040,00000000000000004212,411004001537,9.44
2014-2015,41,OREGON,Emerson School,00000000002180,4110040,00000000000000003991,411004001581,6.30
2014-2015,41,OREGON,Leadership and Entrepreneurship Public Charter High School,00000000002180,4110040,00000000000000004464,411004001646,15.30
2014-2015,41,OREGON,Portland Village School,00000000002180,4110040,00000000000000004534,411004001649,25.22
2014-2015,41,OREGON,Alliance High School,00000000002180,4110040,00000000000000004507,411004001652,12.47
2014-2015,41,OREGON,Portland Arthur Academy Charter School,00000000002180,4110040,00000000000000004400,411004001667,9.70
2014-2015,41,OREGON,Creative Science School,00000000002180,4110040,00000000000000004640,411004001765,20.03
2014-2015,41,OREGON,Le Monde French Immersion Public Charter School,00000000002180,4110040,00000000000000005060,411004001814,9.65
2014-2015,41,OREGON,Roosevelt High School,00000000002180,4110040,00000000000000000918,411004001821,61.02
2014-2015,41,OREGON,Kairos PDX,00000000002180,4110040,00000000000000005218,411004001830,4.50
2014-2015,41,OREGON,Trillium,00000000002180,4110040,00000000000000003616,411004004190,22.58
2014-2015,41,OREGON,Powers Elementary School,00000000001967,4110080,00000000000000000210,411008000226,5.84
2014-2015,41,OREGON,Powers High School,00000000001967,4110080,00000000000000000211,411008000227,6.31
2014-2015,41,OREGON,Prairie City School,00000000002009,4110110,00000000000000003349,411011000352,12.00
2014-2015,41,OREGON,Prospect Charter School,00000000002045,4110200,00000000000000003356,411020000111,17.00
2014-2015,41,OREGON,John Tuck Elementary School,00000000001977,4110350,00000000000000000258,411035000277,22.00
2014-2015,41,OREGON,M A Lynch Elementary School,00000000001977,4110350,00000000000000000259,411035000278,24.50
2014-2015,41,OREGON,Terrebonne Community School,00000000001977,4110350,00000000000000000260,411035000279,18.25
2014-2015,41,OREGON,Tumalo Community School,00000000001977,4110350,00000000000000000261,411035000280,16.00
2014-2015,41,OREGON,Obsidian Middle School,00000000001977,4110350,00000000000000000262,411035000281,29.63
2014-2015,41,OREGON,Redmond High School,00000000001977,4110350,00000000000000000263,411035000282,36.66
2014-2015,41,OREGON,Elton Gregory Middle School,00000000001977,4110350,00000000000000001326,411035000647,25.75
2014-2015,41,OREGON,Vern Patrick Elementary School,00000000001977,4110350,00000000000000001325,411035000942,22.04
2014-2015,41,OREGON,Sage Elementary School,00000000001977,4110350,00000000000000000256,411035001347,29.00
2014-2015,41,OREGON,Tom McCall Elementary School,00000000001977,4110350,00000000000000004429,411035001645,26.50
2014-2015,41,OREGON,Redmond Proficiency Academy,00000000001977,4110350,00000000000000004729,411035001785,26.71
2014-2015,41,OREGON,Ridgeview High School,00000000001977,4110350,00000000000000005058,411035001820,37.61
2014-2015,41,OREGON,Highland Elementary School,00000000002001,4110410,00000000000000000309,411041000329,16.50
2014-2015,41,OREGON,Reedsport Community Charter School,00000000002001,4110410,00000000000000000310,411041000330,13.08
2014-2015,41,OREGON,Alder Elementary School,00000000002182,4110520,00000000000000000943,411052000997,30.10
2014-2015,41,OREGON,Fairview Elementary School,00000000002182,4110520,00000000000000000945,411052000998,21.33
2014-2015,41,OREGON,Glenfair Elementary School,00000000002182,4110520,00000000000000000946,411052000999,30.07
2014-2015,41,OREGON,Hartley Elementary School,00000000002182,4110520,00000000000000000947,411052001000,28.50
2014-2015,41,OREGON,Margaret Scott Elementary School,00000000002182,4110520,00000000000000000948,411052001001,23.99
2014-2015,41,OREGON,Davis Elementary School,00000000002182,4110520,00000000000000000949,411052001003,29.42
2014-2015,41,OREGON,Sweetbriar Elementary School,00000000002182,4110520,00000000000000000950,411052001004,20.27
2014-2015,41,OREGON,Troutdale Elementary School,00000000002182,4110520,00000000000000000951,411052001005,21.77
2014-2015,41,OREGON,Wilkes Elementary School,00000000002182,4110520,00000000000000000952,411052001006,24.42
2014-2015,41,OREGON,Hauton B Lee Middle School,00000000002182,4110520,00000000000000000954,411052001007,41.97
2014-2015,41,OREGON,Reynolds High School,00000000002182,4110520,00000000000000000957,411052001009,102.75
2014-2015,41,OREGON,Reynolds Middle School,00000000002182,4110520,00000000000000001254,411052001010,45.97
2014-2015,41,OREGON,Woodland Elementary,00000000002182,4110520,00000000000000001365,411052001209,29.00
2014-2015,41,OREGON,Walt Morey Middle School,00000000002182,4110520,00000000000000002263,411052001397,31.06
2014-2015,41,OREGON,Multisensory Learning Academy,00000000002182,4110520,00000000000000003490,411052001434,15.00
2014-2015,41,OREGON,Reynolds Learning Academy,00000000002182,4110520,00000000000000001343,411052001471,21.67
2014-2015,41,OREGON,Reynolds Arthur Academy,00000000002182,4110520,00000000000000004216,411052001540,9.99
2014-2015,41,OREGON,Salish Ponds Elementary School,00000000002182,4110520,00000000000000003989,411052001579,27.50
2014-2015,41,OREGON,ACE Academy,00000000002182,4110520,00000000000000004648,411052001763,5.00
2014-2015,41,OREGON,KNOVA Reynolds Public Charter School,00000000002182,4110520,00000000000000004822,411052001798,28.00
2014-2015,41,OREGON,Riddle Elementary School,00000000001999,4110530,00000000000000000304,411053000324,10.88
2014-2015,41,OREGON,Riddle High School,00000000001999,4110530,00000000000000000305,411053000325,15.50
2014-2015,41,OREGON,Riverdale High School,00000000002188,4110560,00000000000000001345,411056000892,16.30
2014-2015,41,OREGON,Riverdale Grade School,00000000002188,4110560,00000000000000000985,411056001039,23.05
2014-2015,41,OREGON,Rogue River Elementary School,00000000002044,4110680,00000000000000000399,411068000419,21.50
2014-2015,41,OREGON,Rogue River Junior/Senior High,00000000002044,4110680,00000000000000000401,411068000421,22.79
2014-2015,41,OREGON,Rivers Edge Academy Charter School,00000000002044,4110680,00000000000000004856,411068001811,6.26
2014-2015,41,OREGON,Eastwood Elementary School,00000000001991,4110710,00000000000000000269,411071000288,18.52
2014-2015,41,OREGON,Fir Grove Elementary School,00000000001991,4110710,00000000000000000270,411071000289,14.54
2014-2015,41,OREGON,Fullerton IV Elementary School,00000000001991,4110710,00000000000000000271,411071000290,18.91
2014-2015,41,OREGON,Green Elementary School,00000000001991,4110710,00000000000000000272,411071000291,15.52
2014-2015,41,OREGON,Hucrest Elementary School,00000000001991,4110710,00000000000000000273,411071000292,17.10
2014-2015,41,OREGON,Melrose Elementary School,00000000001991,4110710,00000000000000000274,411071000293,11.56
2014-2015,41,OREGON,Sunnyslope Elementary School,00000000001991,4110710,00000000000000000276,411071000296,13.44
2014-2015,41,OREGON,Winchester Elementary,00000000001991,4110710,00000000000000000277,411071000297,15.76
2014-2015,41,OREGON,John C Fremont Middle School,00000000001991,4110710,00000000000000000278,411071000298,36.26
2014-2015,41,OREGON,Joseph Lane Middle School,00000000001991,4110710,00000000000000000279,411071000299,34.86
2014-2015,41,OREGON,Roseburg High School,00000000001991,4110710,00000000000000000280,411071000300,76.17
2014-2015,41,OREGON,Phoenix School,00000000001991,4110710,00000000000000004391,411071001685,18.67
2014-2015,41,OREGON,Yoshikai Elementary School,00000000002142,4110820,00000000000000000764,411082000547,23.40
2014-2015,41,OREGON,Crossler Middle School,00000000002142,4110820,00000000000000001329,411082000659,27.47
2014-2015,41,OREGON,Houck Middle School,00000000002142,4110820,00000000000000001330,411082000664,46.29
2014-2015,41,OREGON,Stephens Middle School,00000000002142,4110820,00000000000000001331,411082000668,48.19
2014-2015,41,OREGON,Auburn Elementary School,00000000002142,4110820,00000000000000000728,411082000774,31.15
2014-2015,41,OREGON,Brush College Elementary School,00000000002142,4110820,00000000000000000731,411082000777,11.15
2014-2015,41,OREGON,Bush Elementary School,00000000002142,4110820,00000000000000000732,411082000778,15.97
2014-2015,41,OREGON,Candalaria Elementary School,00000000002142,4110820,00000000000000000733,411082000779,15.15
2014-2015,41,OREGON,Clear Lake Elementary School,00000000002142,4110820,00000000000000000734,411082000780,21.50
2014-2015,41,OREGON,Cummings Elementary School,00000000002142,4110820,00000000000000000735,411082000781,18.11
2014-2015,41,OREGON,Englewood Elementary School,00000000002142,4110820,00000000000000000736,411082000782,15.40
2014-2015,41,OREGON,Wright Elementary School,00000000002142,4110820,00000000000000000737,411082000783,18.95
2014-2015,41,OREGON,Four Corners Elementary School,00000000002142,4110820,00000000000000000738,411082000784,25.64
2014-2015,41,OREGON,Grant Community School,00000000002142,4110820,00000000000000000740,411082000786,24.03
2014-2015,41,OREGON,Scott Elementary School,00000000002142,4110820,00000000000000000741,411082000787,29.44
2014-2015,41,OREGON,Highland Elementary School,00000000002142,4110820,00000000000000000743,411082000789,20.45
2014-2015,41,OREGON,Hoover Elementary School,00000000002142,4110820,00000000000000000744,411082000790,26.79
2014-2015,41,OREGON,Gubser Elementary School,00000000002142,4110820,00000000000000000745,411082000791,20.30
2014-2015,41,OREGON,Kennedy Elementary School,00000000002142,4110820,00000000000000000746,411082000792,23.90
2014-2015,41,OREGON,Keizer Elementary School,00000000002142,4110820,00000000000000000747,411082000793,28.74
2014-2015,41,OREGON,Liberty Elementary School,00000000002142,4110820,00000000000000000749,411082000795,16.95
2014-2015,41,OREGON,McKinley Elementary School,00000000002142,4110820,00000000000000000750,411082000796,14.98
2014-2015,41,OREGON,Eyre Elementary School,00000000002142,4110820,00000000000000000751,411082000797,26.98
2014-2015,41,OREGON,Morningside Elementary School,00000000002142,4110820,00000000000000000753,411082000799,16.70
2014-2015,41,OREGON,Myers Elementary School,00000000002142,4110820,00000000000000000754,411082000800,21.00
2014-2015,41,OREGON,Hayesville Elementary School,00000000002142,4110820,00000000000000000755,411082000801,21.71
2014-2015,41,OREGON,Pringle Elementary School,00000000002142,4110820,00000000000000000756,411082000802,21.35
2014-2015,41,OREGON,Richmond Elementary School,00000000002142,4110820,00000000000000000757,411082000803,22.12
2014-2015,41,OREGON,Salem Heights Elementary School,00000000002142,4110820,00000000000000000759,411082000805,12.50
2014-2015,41,OREGON,Schirle Elementary School,00000000002142,4110820,00000000000000000760,411082000806,19.15
2014-2015,41,OREGON,Sumpter Elementary School,00000000002142,4110820,00000000000000000761,411082000807,20.89
2014-2015,41,OREGON,Swegle Elementary School,00000000002142,4110820,00000000000000000762,411082000808,24.96
