school_year,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,ncessch,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered
2014-2015,41,OREGON,Scholls Heights Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000000000002781,410192001430,Open,Regular School,No,No,N
2014-2015,41,OREGON,Stoller Middle School,Beaverton SD 48J,00000000002243,4101920,00000000000000002782,410192001431,Open,Regular School,No,No,N
2014-2015,41,OREGON,Southridge High School,Beaverton SD 48J,00000000002243,4101920,00000000000000002783,410192001432,Open,Regular School,No,No,N
2014-2015,41,OREGON,Jacob Wismer Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000000000003437,410192001445,Open,Regular School,No,No,N
2014-2015,41,OREGON,International School of Beaverton,Beaverton SD 48J,00000000002243,4101920,00000000000000004474,410192001647,Open,Regular School,No,No,N
2014-2015,41,OREGON,Health & Science School,Beaverton SD 48J,00000000002243,4101920,00000000000000004638,410192001745,Open,Regular School,No,No,N
2014-2015,41,OREGON,Bonny Slope Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000000000004671,410192001753,Open,Regular School,No,No,N
2014-2015,41,OREGON,Springville K-8 School,Beaverton SD 48J,00000000002243,4101920,00000000000000004712,410192001779,Open,Regular School,No,No,N
2014-2015,41,OREGON,Arco Iris Spanish Immersion School,Beaverton SD 48J,00000000002243,4101920,00000000000000004805,410192001791,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Hope Chinese Charter School,Beaverton SD 48J,00000000002243,4101920,00000000000000004867,410192001823,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Elk Meadow Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001308,410198000245,Open,Regular School,No,No,N
2014-2015,41,OREGON,Bear Creek Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000241,410198000258,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cascade Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000242,410198000259,Open,Regular School,No,No,N
2014-2015,41,OREGON,LaPine Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000245,410198000262,Open,Regular School,No,No,N
2014-2015,41,OREGON,High Desert Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001309,410198000263,Open,Regular School,No,No,N
2014-2015,41,OREGON,LaPine Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001310,410198000264,Open,Regular School,No,No,N
2014-2015,41,OREGON,Juniper Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000246,410198000265,Open,Regular School,No,No,N
2014-2015,41,OREGON,R E Jewell Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000247,410198000266,Open,Regular School,No,No,N
2014-2015,41,OREGON,Pilot Butte Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000249,410198000268,Open,Regular School,No,No,N
2014-2015,41,OREGON,Bend Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000251,410198000270,Open,Regular School,No,No,N
2014-2015,41,OREGON,Mountain View Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000252,410198000271,Open,Regular School,No,No,N
2014-2015,41,OREGON,LaPine Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000253,410198000272,Open,Regular School,No,No,N
2014-2015,41,OREGON,Lava Ridge Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001317,410198000546,Open,Regular School,No,No,N
2014-2015,41,OREGON,Amity Creek Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001324,410198000607,Open,Regular School,No,No,N
2014-2015,41,OREGON,Marshall High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001338,410198000688,Open,Alternative Education School,No,No,N
2014-2015,41,OREGON,Buckingham Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000000250,410198001290,Open,Regular School,No,No,N
2014-2015,41,OREGON,Three Rivers Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000001266,410198001350,Open,Regular School,No,No,N
2014-2015,41,OREGON,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003448,410198001436,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Highland School at Kenwood Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003219,410198001438,Open,Regular School,No,No,N
2014-2015,41,OREGON,Summit High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003216,410198001451,Open,Regular School,No,No,N
2014-2015,41,OREGON,Westside Village Magnet School at Kingston Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003221,410198001454,Open,Regular School,No,No,N
2014-2015,41,OREGON,High Lakes Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003218,410198001487,Open,Regular School,No,No,N
2014-2015,41,OREGON,Sky View Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003217,410198001488,Open,Regular School,No,No,N
2014-2015,41,OREGON,Pine Ridge Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000003947,410198001576,Open,Regular School,No,No,N
2014-2015,41,OREGON,Ensworth Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000004129,410198001603,Open,Regular School,No,No,N
2014-2015,41,OREGON,Ponderosa Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000004646,410198001747,Open,Regular School,No,No,N
2014-2015,41,OREGON,William E Miller Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000004680,410198001758,Open,Regular School,No,No,N
2014-2015,41,OREGON,Rosland Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000000000004793,410198001794,Open,Regular School,No,No,N
2014-2015,41,OREGON,Clear Lake Elementary School,Bethel SD 52,00000000002088,4102040,00000000000000000582,410204000616,Open,Regular School,No,No,N
2014-2015,41,OREGON,Danebo Elementary School,Bethel SD 52,00000000002088,4102040,00000000000000000583,410204000617,Open,Regular School,No,No,N
2014-2015,41,OREGON,Fairfield Elementary School,Bethel SD 52,00000000002088,4102040,00000000000000000584,410204000618,Open,Regular School,No,No,N
2014-2015,41,OREGON,Irving Elementary School,Bethel SD 52,00000000002088,4102040,00000000000000000585,410204000619,Open,Regular School,No,No,N
2014-2015,41,OREGON,Malabon Elementary School,Bethel SD 52,00000000002088,4102040,00000000000000000586,410204000620,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cascade Middle School,Bethel SD 52,00000000002088,4102040,00000000000000000581,410204000621,Open,Regular School,No,No,N
2014-2015,41,OREGON,Shasta Middle School,Bethel SD 52,00000000002088,4102040,00000000000000000587,410204000622,Open,Regular School,No,No,N
2014-2015,41,OREGON,Willamette High School,Bethel SD 52,00000000002088,4102040,00000000000000000588,410204000623,Open,Regular School,No,No,N
2014-2015,41,OREGON,Meadow View School,Bethel SD 52,00000000002088,4102040,00000000000000002264,410204001391,Open,Regular School,No,No,N
2014-2015,41,OREGON,Kalapuya High School,Bethel SD 52,00000000002088,4102040,00000000000000003566,410204004178,Open,Alternative Education School,No,No,N
2014-2015,41,OREGON,Prairie Mountain School,Bethel SD 52,00000000002088,4102040,00000000000000003567,410204004179,Open,Regular School,No,No,N
2014-2015,41,OREGON,Triangle Lake Charter School,Blachly SD 90,00000000002095,4102160,00000000000000003401,410216000641,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Black Butte Elementary School,Black Butte SD 41,00000000002052,4102190,00000000000000000428,410219000449,Open,Regular School,No,No,N
2014-2015,41,OREGON,Azalea Middle School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000000000000235,410231000253,Open,Regular School,No,No,N
2014-2015,41,OREGON,Kalmiopsis Elementary School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000000000000236,410231000254,Open,Regular School,No,No,N
2014-2015,41,OREGON,Brookings-Harbor High School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000000000000237,410231000255,Open,Regular School,No,No,N
2014-2015,41,OREGON,Henry L Slater Elementary School,Harney County SD 3,00000000002014,4102490,00000000000000000342,410249000361,Open,Regular School,No,No,N
2014-2015,41,OREGON,Hines Middle School,Harney County SD 3,00000000002014,4102490,00000000000000000355,410249000363,Open,Regular School,No,No,N
2014-2015,41,OREGON,Burns High School,Harney County SD 3,00000000002014,4102490,00000000000000000359,410249000379,Open,Regular School,No,No,N
2014-2015,41,OREGON,Burns Alternative School,Harney County SD 3,00000000002014,4102490,00000000000000003740,410249001520,Open,Alternative Education School,No,No,N
2014-2015,41,OREGON,Butte Falls Charter School,Butte Falls SD 91,00000000002046,4102580,00000000000000000406,410258000426,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Camas Valley School,Camas Valley SD 21J,00000000001995,4102610,00000000000000003400,410261000315,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Carus School,Canby SD 86,00000000001929,4102640,00000000000000000092,410264000100,Open,Regular School,No,No,N
2014-2015,41,OREGON,William Knight Elementary School,Canby SD 86,00000000001929,4102640,00000000000000000122,410264000130,Open,Regular School,No,No,N
2014-2015,41,OREGON,Howard Eccles Elementary School,Canby SD 86,00000000001929,4102640,00000000000000000124,410264000132,Open,Regular School,No,No,N
2014-2015,41,OREGON,Ninety-One School,Canby SD 86,00000000001929,4102640,00000000000000000127,410264000135,Open,Regular School,No,No,N
2014-2015,41,OREGON,Canby High School,Canby SD 86,00000000001929,4102640,00000000000000000140,410264000148,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cecile Trost Elementary School,Canby SD 86,00000000001929,4102640,00000000000000001307,410264000165,Open,Regular School,No,No,N
2014-2015,41,OREGON,Baker Prairie Middle School,Canby SD 86,00000000001929,4102640,00000000000000004434,410264001651,Open,Regular School,No,No,N
2014-2015,41,OREGON,Philander Lee Elementary School,Canby SD 86,00000000001929,4102640,00000000000000004435,410264001659,Open,Regular School,No,No,N
2014-2015,41,OREGON,Aumsville Elementary School,Cascade SD 5,00000000002139,4102780,00000000000000000719,410278000767,Open,Regular School,No,No,N
2014-2015,41,OREGON,Turner Elementary School,Cascade SD 5,00000000002139,4102780,00000000000000000790,410278000835,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cloverdale Elementary School,Cascade SD 5,00000000002139,4102780,00000000000000000806,410278000851,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cascade Junior High School,Cascade SD 5,00000000002139,4102780,00000000000000000810,410278000855,Open,Regular School,No,No,N
2014-2015,41,OREGON,Cascade Senior High School,Cascade SD 5,00000000002139,4102780,00000000000000000811,410278000856,Open,Regular School,No,No,N
2014-2015,41,OREGON,Lynch Meadows Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000959,410280001012,Open,Regular School,No,No,N
2014-2015,41,OREGON,Centennial Middle School,Centennial SD 28J,00000000002185,4102800,00000000000000000960,410280001013,Open,Regular School,No,No,N
2014-2015,41,OREGON,Oliver Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000962,410280001015,Open,Regular School,No,No,N
2014-2015,41,OREGON,Parklane Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000963,410280001016,Open,Regular School,No,No,N
2014-2015,41,OREGON,Lynch View Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000964,410280001017,Open,Regular School,No,No,N
2014-2015,41,OREGON,Lynch Wood Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000965,410280001018,Open,Regular School,No,No,N
2014-2015,41,OREGON,Pleasant Valley Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000000966,410280001019,Open,Regular School,No,No,N
2014-2015,41,OREGON,Centennial High School,Centennial SD 28J,00000000002185,4102800,00000000000000000967,410280001020,Open,Regular School,No,No,N
2014-2015,41,OREGON,Centenial Park School,Centennial SD 28J,00000000002185,4102800,00000000000000001367,410280001221,Open,Alternative Education School,No,No,N
2014-2015,41,OREGON,Butler Creek Elementary School,Centennial SD 28J,00000000002185,4102800,00000000000000003649,410280001574,Open,Regular School,No,No,N
2014-2015,41,OREGON,Independence Elementary School,Central SD 13J,00000000002191,4102840,00000000000000000998,410284001054,Open,Regular School,No,No,N
2014-2015,41,OREGON,Monmouth Elementary School,Central SD 13J,00000000002191,4102840,00000000000000000999,410284001055,Open,Regular School,No,No,N
2014-2015,41,OREGON,Talmadge Middle School,Central SD 13J,00000000002191,4102840,00000000000000001001,410284001057,Open,Regular School,No,No,N
2014-2015,41,OREGON,Central High School,Central SD 13J,00000000002191,4102840,00000000000000001002,410284001058,Open,Regular School,No,No,N
2014-2015,41,OREGON,Ash Creek Elementary School,Central SD 13J,00000000002191,4102840,00000000000000003464,410284001461,Open,Regular School,No,No,N
2014-2015,41,OREGON,Central Linn Elementary School,Central Linn SD 552,00000000002105,4102910,00000000000000001311,410291000475,Open,Regular School,No,No,N
2014-2015,41,OREGON,Central Linn High School,Central Linn SD 552,00000000002105,4102910,00000000000000000687,410291000729,Open,Regular School,No,No,N
2014-2015,41,OREGON,Central Point Elementary School,Central Point SD 6,00000000002042,4102940,00000000000000000382,410294000402,Open,Regular School,No,No,N
2014-2015,41,OREGON,Jewett Elementary School,Central Point SD 6,00000000002042,4102940,00000000000000000383,410294000403,Open,Regular School,No,No,N
2014-2015,41,OREGON,Patrick Elementary School,Central Point SD 6,00000000002042,4102940,00000000000000000384,410294000404,Open,Regular School,No,No,N
2014-2015,41,OREGON,Richardson Elementary School,Central Point SD 6,00000000002042,4102940,00000000000000000385,410294000405,Open,Regular School,No,No,N
2014-2015,41,OREGON,Sams Valley Elementary School,Central Point SD 6,00000000002042,4102940,00000000000000000386,410294000406,Open,Regular School,No,No,N
2014-2015,41,OREGON,Hanby Middle School,Central Point SD 6,00000000002042,4102940,00000000000000000387,410294000407,Open,Regular School,No,No,N
2014-2015,41,OREGON,Scenic Middle School,Central Point SD 6,00000000002042,4102940,00000000000000000388,410294000408,Open,Regular School,No,No,N
2014-2015,41,OREGON,Crater Academy of Health and Public Services,Central Point SD 6,00000000002042,4102940,00000000000000004557,410294001720,Open,Regular School,No,No,N
2014-2015,41,OREGON,Crater School of Business Innovation and Science,Central Point SD 6,00000000002042,4102940,00000000000000004559,410294001728,Open,Regular School,No,No,N
2014-2015,41,OREGON,Crater Renaissance Academy,Central Point SD 6,00000000002042,4102940,00000000000000004561,410294001739,Open,Regular School,No,No,N
2014-2015,41,OREGON,Clatskanie Elementary School,Clatskanie SD 6J,00000000001945,4103260,00000000000000000163,410326000173,Open,Regular School,No,No,N
2014-2015,41,OREGON,Clatskanie Middle/High School,Clatskanie SD 6J,00000000001945,4103260,00000000000000000168,410326000178,Open,Regular School,No,No,N
2014-2015,41,OREGON,Hudson Park Elementary School,Rainier SD 13,00000000001946,4103265,00000000000000000171,410326500181,Open,Regular School,No,No,N
2014-2015,41,OREGON,Rainier Jr/Sr High School,Rainier SD 13,00000000001946,4103265,00000000000000000174,410326500184,Open,Regular School,No,No,N
2014-2015,41,OREGON,North Columbia Academy,Rainier SD 13,00000000001946,4103265,00000000000000004234,410326501670,Open,Regular School,No,Yes,N
2014-2015,41,OREGON,Colton Elementary School,Colton SD 53,00000000001927,4103270,00000000000000000103,410327000109,Open,Regular School,No,No,N
2014-2015,41,OREGON,Colton High School,Colton SD 53,00000000001927,4103270,00000000000000000104,410327000110,Open,Regular School,No,No,N
